Molecule,Atom 1,Atom 2,Bond Length,Cos Part Angles,Cos(Length),InRing_B,Mayer,Elecneg_1,Ele_1,Elecneg_2,Ele_2,InConj_1,InConj_2,InRing_1,InRing_2,Bond Type,MullikenCharge1,MullikenCharge2,Neighbour1,Neighbour2,MaxRing,Ratio,IsBroken
92,11,26,2.141217077,1.019627179,1.593177107,0,0.99303505,2.58,3,2.58,3,0,0,0,0,6,-0.045082,-0.042799,2,2,0,0,1
92,9,11,1.782724514,0.974166401,1.159001057,0,0.9551756,2.55,0,2.58,3,1,0,6,0,7,-0.074259,-0.045082,3,2,0,0,0
92,26,24,1.782544848,0.974068223,1.754541582,0,0.95597837,2.58,3,2.55,0,0,1,0,6,7,-0.042799,-0.074768,2,3,0,0,0
4048,21,22,1.498212258,0.898472815,1.346106829,5,0.9847304,2.55,0,3.04,2,0,0,5,5,2,0.066902,-0.253648,4,3,15,0.333333333,1
4048,5,21,1.529989131,0.957119567,1.464382534,6,0.93776915,2.55,0,2.55,0,1,1,6,5,0,0.01255,0.066902,3,4,15,0.333333333,0
4048,33,2,1.5093427,0.999988552,1.509325422,0,1.06400541,2.55,0,2.55,0,0,1,0,6,0,0.080636,-0.01986,1,3,0,0,0
4048,22,43,1.424595207,0.766827331,1.09241854,0,0.99218992,3.04,2,2.55,0,1,1,5,6,2,-0.253648,0.189162,3,3,0,0,0
4048,56,57,1.41025121,0.868577115,1.224911928,0,0.96691387,3.44,1,2.55,0,0,0,0,0,1,-0.323165,0.1885,2,1,0,0,0
4048,46,56,1.362629323,0.999810094,1.362370552,0,1.15505531,2.55,0,3.44,1,1,0,6,0,1,0.207266,-0.323165,3,2,0,0,0
4049,19,20,1.574678908,0.841359213,1.324870607,6,1.02396185,2.55,0,2.55,0,0,0,6,5,0,-0.021509,-0.012528,4,3,9,0.333333333,1
4049,20,24,1.529673119,0.714623667,1.093140613,5,0.89544558,2.55,0,2.55,0,0,0,5,5,0,-0.012528,0.209255,3,3,9,0.333333333,0
4049,24,28,1.413502182,0.7142946,1.009656975,5,1.02593814,2.55,0,3.04,2,0,0,5,5,2,0.209255,-0.258248,3,3,9,0.333333333,0
4049,31,19,1.54553323,0.717598435,1.109072227,0,0.83771604,2.55,0,2.55,0,0,0,0,6,0,0.000587,-0.021509,3,4,0,0,0
4049,35,31,1.518585193,0.861726524,1.308605139,0,1.05101918,2.55,0,2.55,0,0,0,0,0,0,0.062599,0.000587,1,3,0,0,0
4049,50,51,1.514940518,0.820599206,1.243158986,0,1.1060896,2.55,0,2.55,0,0,0,0,0,0,0.184486,-0.002012,2,1,0,0,0
4049,43,48,1.49415621,0.962565357,1.438223007,0,0.93981051,2.55,0,2.55,0,1,0,6,0,0,-0.016669,0.224316,3,3,0,0,0
4049,49,50,1.436917048,0.688860709,0.989835696,0,0.89220368,3.44,1,2.55,0,0,0,0,0,1,-0.316354,0.184486,2,2,0,0,0
4049,28,32,1.428522824,0.973454127,1.390601439,0,0.90106527,3.04,2,2.55,0,0,1,5,6,2,-0.258248,0.172587,3,3,0,0,0
4049,48,49,1.347061803,0.693954976,0.934800241,0,1.20551418,2.55,0,3.44,1,0,0,0,0,1,0.224316,-0.316354,3,2,0,0,0
4050,15,16,1.593017472,0.895105095,1.425918055,6,1.02621842,2.55,0,2.55,0,0,1,6,5,0,-0.08648,-0.007518,4,3,9,0.333333333,1
4050,27,15,1.545278349,0.703477595,1.087068697,0,1.07190096,2.55,0,2.55,0,0,0,0,6,0,0.049015,-0.08648,2,4,0,0,0
4050,30,27,1.535943338,0.85344624,1.310845066,0,1.10456924,2.55,0,2.55,0,0,0,0,0,0,0.034207,0.049015,1,2,0,0,0
4050,28,34,1.527689813,0.69564712,1.062733019,0,0.96646918,2.55,0,2.55,0,0,0,0,0,0,0.219545,0.143146,2,3,0,0,0
4050,36,37,1.514204811,0.819479936,1.240860461,0,1.10816052,2.55,0,2.55,0,0,0,0,0,0,0.178124,-0.002078,2,1,0,0,0
4050,35,36,1.441942666,0.691185721,0.996650181,0,0.88692332,3.44,1,2.55,0,0,0,0,0,1,-0.314781,0.178124,2,2,0,0,0
4050,24,28,1.439811274,0.837905274,1.206425461,0,0.9563551,3.04,2,2.55,0,1,0,5,0,2,-0.275696,0.219545,3,2,0,0,0
4050,34,35,1.338187252,0.679351658,0.909099728,0,1.18754168,2.55,0,3.44,1,0,0,0,0,1,0.143146,-0.314781,3,2,0,0,0
4051,9,10,1.591551531,0.899747737,1.431994888,6,0.98322197,2.55,0,2.55,0,0,0,6,5,0,-0.041631,-0.0036,4,3,12,0.333333333,1
4051,10,30,1.558749266,0.688454349,1.073127711,5,1.01380536,2.55,0,2.55,0,0,0,5,5,0,-0.0036,-0.000321,3,3,12,0.333333333,0
4051,30,35,1.55306253,0.687179204,1.067232273,5,0.99601857,2.55,0,2.55,0,0,0,5,4,0,-0.000321,0.011697,3,3,12,0.333333333,0
4051,35,41,1.513419993,0.897852841,1.358828441,4,1.0066614,2.55,0,2.55,0,0,0,4,4,0,0.011697,0.000196,3,3,12,0.333333333,0
4051,12,9,1.537039475,0.700611133,1.076866967,0,1.06641274,2.55,0,2.55,0,0,0,0,6,0,0.092964,-0.041631,2,4,0,0,0
4051,14,12,1.532057707,0.847862125,1.298973703,0,1.11213782,2.55,0,2.55,0,0,0,0,0,0,0.023199,0.092964,1,2,0,0,0
4051,41,45,1.481503849,0.769848408,1.14053338,0,0.93420083,2.55,0,2.55,0,0,0,4,0,0,0.000196,0.149265,3,3,0,0,0
4051,46,47,1.426756199,0.86068088,1.22798178,0,0.92230079,3.44,1,2.55,0,0,0,0,0,1,-0.277308,0.197826,2,1,0,0,0
4051,45,46,1.337181315,0.698115118,0.933506491,0,1.25598539,2.55,0,3.44,1,0,0,0,0,1,0.149265,-0.277308,3,2,0,0,0
4052,20,19,1.587232824,0.889610372,1.412018783,6,1.0309106,2.55,0,2.55,0,0,0,5,6,0,-0.033435,0.04444,3,4,9,0.333333333,1
4052,24,20,1.530213942,0.736265292,1.126643416,5,0.89808492,2.55,0,2.55,0,0,0,5,5,0,0.218734,-0.033435,3,3,9,0.333333333,0
4052,28,24,1.405223596,0.708465539,0.995552492,5,1.02561367,3.04,2,2.55,0,0,0,5,5,2,-0.277799,0.218734,3,3,9,0.333333333,0
4052,55,58,1.541946653,0.820256273,1.264791415,0,1.02800409,2.55,0,2.55,0,0,0,5,0,0,-0.30532,0.081843,4,1,0,0,0
4052,54,55,1.540344364,0.891304365,1.372915656,0,1.03040853,2.55,0,2.55,0,0,0,0,5,0,0.117821,-0.30532,2,4,0,0,0
4052,49,51,1.533808472,0.711776083,1.091728186,0,0.94682535,2.55,0,2.55,0,0,0,0,0,0,0.097868,-0.001827,2,3,0,0,0
4052,51,54,1.524001363,0.729930765,1.112415481,0,0.95931228,2.55,0,2.55,0,0,0,0,0,0,-0.001827,0.117821,3,2,0,0,0
4052,19,31,1.515639652,0.742061877,1.124698404,0,0.97822203,2.55,0,2.55,0,0,0,6,0,0,0.04444,-0.028877,4,2,0,0,0
4052,44,39,1.509177231,0.999973444,1.509137153,0,1.05836629,2.55,0,2.55,0,0,1,0,6,0,0.075104,-0.020468,1,3,0,0,0
4052,35,49,1.500204727,0.80224963,1.203538688,0,1.03874215,2.55,0,2.55,0,0,0,0,0,0,-0.02644,0.097868,2,2,0,0,0
4052,32,28,1.419442287,0.972986753,1.381098542,0,0.90964029,2.55,0,3.04,2,1,0,6,5,2,0.144686,-0.277799,3,3,0,0,0
4052,31,35,1.337935991,0.777747359,1.040576184,0,1.87463497,2.55,0,2.55,0,0,0,0,0,0,-0.028877,-0.02644,2,2,0,0,0
4053,14,15,1.62089809,0.897406482,1.454604453,6,0.99041381,2.55,0,2.55,0,0,1,6,6,0,0.115483,0.075777,4,3,10,0.3,1
4053,20,19,1.51753939,0.64774875,0.982984243,0,1.07624404,2.55,0,2.55,0,0,0,0,0,0,0.206873,0.247832,2,2,0,0,0
4053,27,24,1.510478367,0.845153962,1.276586776,0,1.04166796,2.55,0,2.55,0,0,0,0,0,0,0.049317,0.120345,1,3,0,0,0
4053,42,43,1.506867659,0.839273389,1.264673928,0,1.04041202,2.55,0,2.55,0,0,0,0,0,0,0.132994,0.047424,3,1,0,0,0
4053,21,20,1.433574479,0.680009897,0.974844833,0,0.89970804,3.44,1,2.55,0,0,0,0,0,1,-0.330813,0.206873,2,2,0,0,0
4053,19,17,1.423320391,0.702867174,1.000405181,0,0.91060641,2.55,0,3.44,1,0,0,0,0,1,0.247832,-0.367315,2,2,0,0,0
4053,34,41,1.39144301,0.792565346,1.102809511,0,0.94584648,2.55,0,3.44,1,1,0,6,0,1,0.195382,-0.282766,3,2,0,0,0
4053,17,14,1.387545147,0.678113975,0.940913755,0,1.11593246,3.44,1,2.55,0,0,0,0,6,1,-0.367315,0.115483,2,4,0,0,0
4053,41,42,1.366804092,0.69974328,0.956411978,0,1.08495517,3.44,1,2.55,0,0,0,0,0,1,-0.282766,0.132994,2,3,0,0,0
4053,24,21,1.349459375,0.685895042,0.925587495,0,1.14053444,2.55,0,3.44,1,0,0,0,0,1,0.120345,-0.330813,3,2,0,0,0
4054,19,20,1.540677325,0.994592711,1.532346439,6,0.86402287,2.55,0,3.04,2,0,0,6,6,2,0.022823,-0.157489,4,3,14,0.357142857,1
4054,24,26,1.492302238,0.741799736,1.106989407,6,0.93272443,2.55,0,2.55,0,0,1,6,6,0,0.197512,0.002323,3,3,14,0.357142857,0
4054,20,24,1.381837096,0.754484999,1.04257536,6,1.11660271,3.04,2,2.55,0,0,0,6,6,2,-0.157489,0.197512,3,3,14,0.357142857,0
4054,29,19,1.541212349,0.710025764,1.094300475,0,1.13327103,2.55,0,2.55,0,0,0,0,6,0,0.082089,0.022823,2,4,0,0,0
4054,31,29,1.539139996,0.844890375,1.300404569,0,1.08190431,2.55,0,2.55,0,0,0,0,0,0,0.032135,0.082089,1,2,0,0,0
4054,43,44,1.53766233,0.83714763,1.287250375,0,1.10425464,2.55,0,2.55,0,0,0,0,0,0,0.064282,0.016249,2,1,0,0,0
4054,39,43,1.513565633,0.832114353,1.259459687,0,1.04137431,2.55,0,2.55,0,1,0,6,0,0,0.003916,0.064282,3,2,0,0,0
4055,1,20,1.580310252,0.830932636,1.313131363,5,1.02343959,2.55,0,2.55,0,0,0,5,5,0,0.103734,-0.00069,4,3,8,0.375,1
4055,20,28,1.521781593,0.751444126,1.14353384,5,0.90552604,2.55,0,2.55,0,0,0,5,5,0,-0.00069,0.18983,3,3,8,0.375,0
4055,28,27,1.40171867,0.70455838,0.987592635,5,1.03917226,2.55,0,3.04,2,0,0,5,5,2,0.18983,-0.297646,3,3,8,0.375,0
4055,29,30,1.528455635,0.841850536,1.286731196,0,1.12756251,2.55,0,2.55,0,0,0,0,0,0,0.146021,-0.012891,2,1,0,0,0
4055,0,1,1.506007606,0.967551685,1.457140197,0,0.93926463,2.55,0,2.55,0,1,0,6,5,0,0.04508,0.103734,3,4,0,0,0
4055,11,10,1.487255632,0.866939547,1.289360725,0,1.11318267,2.55,0,2.55,0,0,1,0,5,0,0.115341,0.036336,1,3,0,0,0
4055,27,29,1.45879259,0.830257628,1.211173675,0,0.91958689,3.04,2,2.55,0,0,0,5,0,2,-0.297646,0.146021,3,2,0,0,0
4055,7,4,1.453810834,0.957841871,1.39252089,0,1.05293481,2.55,0,2.55,0,1,1,5,6,0,0.199705,0.012444,3,3,0,0,0
4056,9,1,1.584856535,0.686490976,1.08798971,5,1.0050909,2.55,0,2.55,0,0,0,5,5,0,0.009405,-0.117946,3,4,9,0.444444444,0
4056,1,13,1.545840338,0.776150927,1.199805412,5,0.94135153,2.55,0,2.55,0,0,0,5,5,0,-0.117946,0.046073,4,3,9,0.444444444,0
4056,16,9,1.535372503,0.763641032,1.172473442,5,0.90129388,2.55,0,2.55,0,0,0,5,5,0,0.222778,0.009405,3,3,9,0.444444444,0
4056,15,16,1.408259835,0.715732224,1.007936944,5,1.03666007,3.04,2,2.55,0,0,0,5,5,2,-0.250989,0.222778,3,3,9,0.444444444,0
4056,69,70,1.518407617,0.861740881,1.308473918,0,1.07103076,2.55,0,2.55,0,0,0,0,0,0,0.007974,0.049681,3,1,0,0,0
4056,61,69,1.504516589,0.960781249,1.445511328,0,0.91551513,2.55,0,2.55,0,1,0,6,0,0,0.035325,0.007974,3,3,0,0,0
4056,13,57,1.47931886,0.968509788,1.432734795,0,1.03910897,2.55,0,2.55,0,0,1,5,6,0,0.046073,0.028068,3,3,0,0,0
4056,30,23,1.436704473,0.999995334,1.436697769,0,1.07050796,2.55,0,2.55,0,0,1,0,6,0,-0.115629,-0.071784,2,3,0,0,0
4056,17,15,1.427960564,0.971993143,1.387967878,0,0.89953501,2.55,0,3.04,2,1,0,6,5,2,0.174256,-0.250989,3,3,0,0,0
4056,31,30,1.16138316,0.999998295,1.16138118,0,3.0105305,3.04,2,2.55,0,0,0,0,0,2,0.059976,-0.115629,1,2,0,0,0
4057,0,1,1.588222903,0.859302986,1.364764683,5,0.99325847,2.55,0,2.55,0,0,0,5,5,0,-0.242466,0.000906,4,3,14,0.357142857,1
4057,24,19,1.541385086,0.693180881,1.068458672,6,1.06350988,2.55,0,2.55,0,0,0,6,6,0,-0.138607,0.207222,3,2,14,0.357142857,0
4057,19,0,1.530913227,0.822075463,1.258526199,6,1.04255802,2.55,0,2.55,0,0,0,6,5,0,0.207222,-0.242466,2,4,14,0.357142857,0
4057,1,8,1.521101639,0.760093915,1.1561801,5,0.9218955,2.55,0,2.55,0,0,0,5,5,0,0.000906,0.194695,3,3,14,0.357142857,0
4057,8,7,1.398858463,0.708946153,0.991715325,5,1.0568299,2.55,0,3.04,2,0,0,5,5,2,0.194695,-0.287384,3,3,14,0.357142857,0
4057,10,40,1.539152441,0.797752258,1.227862336,0,1.07122723,2.55,0,2.55,0,0,0,0,0,0,0.006179,0.157398,2,2,0,0,0
4057,9,10,1.53681102,0.706191572,1.08528299,0,1.09757644,2.55,0,2.55,0,0,0,0,0,0,0.171955,0.006179,2,2,0,0,0
4057,29,24,1.531405449,0.822643751,1.259801124,0,1.07983505,2.55,0,2.55,0,0,0,0,6,0,0.079729,-0.138607,1,3,0,0,0
4057,40,43,1.459063325,0.913755676,1.333227395,0,1.02339475,2.55,0,3.04,2,0,0,0,6,2,0.157398,-0.392968,2,3,0,0,0
4057,7,9,1.456433596,0.814222105,1.185860428,0,0.91792376,3.04,2,2.55,0,0,0,5,0,2,-0.287384,0.171955,3,2,0,0,0
4057,62,69,1.432387848,0.999994498,1.432379967,0,1.07752779,2.55,0,2.55,0,1,0,6,0,0,-0.097588,-0.120601,3,2,0,0,0
4057,50,59,1.389243461,0.999738362,1.388879981,0,1.13663108,3.04,2,2.55,0,0,1,6,6,2,-0.325561,0.225931,3,3,0,0,0
4057,69,70,1.162698435,0.999998214,1.162696359,0,3.0015956,2.55,0,3.04,2,0,0,0,0,2,-0.120601,0.040098,2,1,0,0,0
4058,4,3,1.5879503,0.935352696,1.485293594,5,0.97277783,2.55,0,2.55,0,0,1,5,5,0,-0.034389,-0.008076,4,3,8,0.375,1
4058,22,58,1.585257517,0.934687287,1.481720048,5,0.96035836,2.55,0,2.55,0,0,0,5,5,0,0.003482,-0.026791,3,4,8,0.375,1
4058,20,22,1.525683552,0.749824409,1.143994768,5,0.92188738,2.55,0,2.55,0,0,0,5,5,0,0.194988,0.003482,3,3,8,0.375,0
4058,18,20,1.390106531,0.709306299,0.986011318,5,1.0944362,3.04,2,2.55,0,0,0,5,5,2,-0.272301,0.194988,3,3,8,0.375,0
4058,24,23,1.528060866,0.680819062,1.040332965,0,1.08504224,2.55,0,2.55,0,0,0,0,0,0,0.206155,0.175922,2,2,0,0,0
4058,25,27,1.527790562,0.680693968,1.03995782,0,1.08756032,2.55,0,2.55,0,0,0,0,0,0,0.176901,0.206127,2,2,0,0,0
4058,58,46,1.517473208,0.862443553,1.308734986,0,1.04318879,2.55,0,2.55,0,0,0,5,0,0,-0.026791,0.337703,4,2,0,0,0
4058,51,48,1.512322222,0.87149583,1.31798251,0,1.03358237,2.55,0,2.55,0,0,0,0,0,0,0.13693,-0.04218,3,1,0,0,0
4058,33,4,1.511134254,0.693424327,1.047857252,0,1.04520957,2.55,0,2.55,0,0,0,0,5,0,0.357932,-0.034389,2,4,0,0,0
4058,38,37,1.508818182,0.843305159,1.272394157,0,1.04183994,2.55,0,2.55,0,0,0,0,0,0,0.052753,0.118783,1,3,0,0,0
4058,23,18,1.455278649,0.864962542,1.25876152,0,0.90258768,2.55,0,3.04,2,0,0,0,5,2,0.175922,-0.272301,2,3,0,0,0
4058,10,25,1.454451843,0.810727628,1.179164293,0,0.90424232,3.04,2,2.55,0,1,0,5,0,2,-0.273883,0.176901,3,2,0,0,0
4058,34,33,1.43006638,0.700383665,1.001595133,0,0.93758817,3.44,1,2.55,0,0,0,0,0,1,-0.31818,0.357932,2,2,0,0,0
4058,46,50,1.421874514,0.729260912,1.036917505,0,0.96569846,2.55,0,3.44,1,0,0,0,0,1,0.337703,-0.319564,2,2,0,0,0
4058,27,26,1.405952013,0.665962055,0.936310692,0,1.0014139,2.55,0,3.44,1,0,0,0,0,1,0.206127,-0.396285,2,2,0,0,0
4058,26,24,1.405590553,0.665914825,0.936003587,0,1.00247949,3.44,1,2.55,0,0,0,0,0,1,-0.396285,0.206155,2,2,0,0,0
4058,50,51,1.367533721,0.998149049,1.365002482,0,1.07541818,3.44,1,2.55,0,0,0,0,0,1,-0.319564,0.13693,2,3,0,0,0
4058,37,34,1.354289596,0.688741795,0.932755847,0,1.12503073,2.55,0,3.44,1,0,0,0,0,1,0.118783,-0.31818,3,2,0,0,0
4059,7,8,1.549228831,0.806460722,1.249392202,0,1.08397263,2.55,0,2.55,0,0,0,0,0,0,-0.106709,0.092202,4,1,0,0,0
4059,0,1,1.548073062,0.806361451,1.248306441,0,1.08522679,2.55,0,2.55,0,0,0,0,0,0,0.090888,-0.103374,1,4,0,0,0
4059,1,5,1.502998364,0.734176451,1.103466005,0,0.94846982,2.55,0,3.04,2,0,0,0,0,2,-0.103374,-0.097472,4,2,0,0,1
4059,6,7,1.50215131,0.748613446,1.124530668,0,0.95718936,3.04,2,2.55,0,0,0,0,0,2,-0.094089,-0.106709,2,4,0,0,1
4059,5,6,1.224501866,0.667524146,0.817384562,0,1.82606469,3.04,2,3.04,2,0,0,0,0,4,-0.097472,-0.094089,2,2,0,0,0
4060,17,20,1.46265396,0.931972271,1.363152933,5,0.98088817,2.55,0,3.04,2,0,0,5,5,2,0.155148,-0.306445,4,3,15,0.266666667,0
4060,18,17,1.442298449,0.733557697,1.058009128,6,0.92855749,3.44,1,2.55,0,0,0,6,5,1,-0.304464,0.155148,2,4,15,0.266666667,1
4060,1,18,1.350213673,0.745571317,1.006680586,6,1.15146739,2.55,0,3.44,1,1,0,6,6,1,0.221197,-0.304464,3,2,15,0.266666667,0
4060,29,37,1.528485429,0.678202451,1.036622564,0,1.07842451,2.55,0,2.55,0,0,0,0,0,0,0.155869,0.213601,2,2,0,0,0
4060,43,51,1.508755213,0.846491596,1.277148608,0,1.0432701,2.55,0,2.55,0,0,0,0,0,0,0.12865,0.051055,3,1,0,0,0
4060,46,32,1.502930869,0.83668409,1.257478347,0,1.0530494,2.55,0,2.55,0,0,0,0,0,0,0.042865,0.152082,1,3,0,0,0
4060,20,29,1.443941555,0.819052793,1.182664364,0,0.96596524,3.04,2,2.55,0,0,0,5,0,2,-0.306445,0.155869,3,2,0,0,0
4060,37,40,1.434140205,0.689890738,0.989400044,0,0.90594282,2.55,0,3.44,1,0,0,0,0,1,0.213601,-0.323398,2,2,0,0,0
4060,31,0,1.380998635,0.872043985,1.204291553,0,0.98136935,3.44,1,2.55,0,0,1,0,6,1,-0.291088,0.16126,2,3,0,0,0
4060,32,31,1.378954041,0.700300169,0.965681748,0,1.02372242,2.55,0,3.44,1,0,0,0,0,1,0.152082,-0.291088,3,2,0,0,0
4060,40,43,1.348673081,0.687273273,0.926906962,0,1.14682952,3.44,1,2.55,0,0,0,0,0,1,-0.323398,0.12865,2,3,0,0,0
4061,5,6,1.569588461,0.855426545,1.342667635,7,1.0146459,2.55,0,2.55,0,0,0,7,7,0,0.173065,0.093598,3,3,8,0.125,1
4061,7,5,1.527664029,0.962869549,1.470941175,0,0.98165637,2.55,0,2.55,0,1,0,6,7,0,-0.046816,0.173065,3,3,0,0,0
4061,6,10,1.526399485,0.961000582,1.466870794,0,0.97471272,2.55,0,2.55,0,0,1,7,6,0,0.093598,0.004112,3,3,0,0,0
4061,34,40,1.510077877,0.999880523,1.509897458,0,1.06374769,2.55,0,2.55,0,1,0,6,0,0,-0.031322,0.078377,3,1,0,0,0
4061,27,21,1.5100437,0.999905911,1.509901622,0,1.06370266,2.55,0,2.55,0,0,1,0,6,0,0.07886,-0.032305,1,3,0,0,0
4062,4,5,1.586478605,0.882356674,1.399839984,7,1.00327863,2.55,0,2.55,0,0,0,7,7,0,0.144238,0.13901,3,3,7,0.142857143,1
4062,6,4,1.527450552,0.961917462,1.469281357,0,0.98589174,2.55,0,2.55,0,1,0,6,7,0,0.00229,0.144238,3,3,0,0,0
4062,5,9,1.523292747,0.96090371,1.463737653,0,0.98511952,2.55,0,2.55,0,0,1,7,6,0,0.13901,-0.019944,3,3,0,0,0
4062,30,36,1.510262396,0.999959481,1.510201202,0,1.06393245,2.55,0,2.55,0,1,0,6,0,0,-0.030978,0.080204,3,1,0,0,0
4062,23,17,1.510178245,0.999992495,1.510166911,0,1.0635777,2.55,0,2.55,0,0,1,0,6,0,0.082947,-0.032165,1,3,0,0,0
4063,23,5,1.418512321,0.999864414,1.41831999,6,1.3860301,2.55,0,2.55,0,0,0,6,6,0,-0.087282,-0.044586,3,3,11,0.181818182,0
4063,5,4,1.53916725,0.981996375,1.51145666,7,1.01521526,2.55,0,2.55,0,0,0,6,7,0,-0.044586,0.157993,3,3,11,0.181818182,1
4063,4,8,1.534172723,0.781622474,1.199143878,0,0.88680379,2.55,0,2.55,0,0,0,7,0,0,0.157993,0.144571,3,3,0,0,0
4063,30,29,1.530888656,0.852128997,1.304514615,0,1.11522524,2.55,0,2.55,0,0,0,0,0,0,0.043411,0.024522,1,2,0,0,0
4063,29,23,1.524210215,0.760102389,1.158555826,0,1.05144603,2.55,0,2.55,0,0,0,0,6,0,0.024522,-0.087282,2,3,0,0,0
4063,36,37,1.42751297,0.858593912,1.225653945,0,0.9238633,3.44,1,2.55,0,0,0,0,0,1,-0.285678,0.19542,2,1,0,0,0
4063,8,36,1.342635147,0.694907005,0.933006569,0,1.21278076,2.55,0,3.44,1,0,0,0,0,1,0.144571,-0.285678,3,2,0,0,0
4064,11,10,1.597901279,0.999970816,1.597854645,4,1.0190709,2.55,0,2.55,0,0,0,4,4,0,-0.005683,-0.007522,3,3,4,0.25,1
4064,10,12,1.539687926,0.720165013,1.108829375,0,1.05340792,2.55,0,2.55,0,0,0,4,0,0,-0.007522,0.191771,3,2,0,0,0
4064,14,11,1.526427939,0.716236825,1.0932839,0,1.0463887,2.55,0,2.55,0,0,0,0,4,0,0.118815,-0.005683,2,3,0,0,0
4064,16,14,1.515921969,0.700450663,1.061828548,0,0.9733706,2.55,0,2.55,0,0,0,0,0,0,0.155581,0.118815,3,2,0,0,0
4064,38,44,1.508904576,0.999976507,1.508869127,0,1.06532158,2.55,0,2.55,0,1,0,6,0,0,-0.039405,0.08036,3,1,0,0,0
4064,12,24,1.501180717,0.803252946,1.205827832,0,1.03870116,2.55,0,2.55,0,0,0,0,0,0,0.191771,-0.07094,2,2,0,0,0
4064,29,30,1.464986682,0.974674241,1.427884783,0,1.07259814,2.55,0,2.55,0,0,1,0,6,0,-0.002101,0.106433,2,3,0,0,0
4064,27,28,1.450533988,0.799813901,1.160157247,0,1.11946018,2.55,0,2.55,0,0,0,0,0,0,0.020927,0.022171,2,2,0,0,0
4064,20,19,1.428357641,0.859282184,1.227362274,0,0.92338245,2.55,0,3.44,1,0,0,0,0,1,0.191118,-0.308099,1,2,0,0,0
4064,28,29,1.3543748,0.791831787,1.072437018,0,1.68021049,2.55,0,2.55,0,0,0,0,0,0,0.022171,-0.002101,2,2,0,0,0
4064,24,27,1.349357244,0.782788743,1.056261662,0,1.77276169,2.55,0,2.55,0,0,0,0,0,0,-0.07094,0.020927,2,2,0,0,0
4064,19,16,1.346905722,0.684108,0.921428979,0,1.1894586,3.44,1,2.55,0,0,0,0,0,1,-0.308099,0.155581,2,3,0,0,0
4065,11,10,1.588158439,0.778208164,1.235917863,4,1.01625574,2.55,0,2.55,0,0,0,4,4,0,0.020159,-0.001798,3,3,4,0.25,1
4065,10,12,1.538865805,0.713306594,1.097683127,0,1.01906719,2.55,0,2.55,0,0,0,4,0,0,-0.001798,0.182516,3,2,0,0,0
4065,14,11,1.525522736,0.709698322,1.082660926,0,1.01275789,2.55,0,2.55,0,0,0,0,4,0,0.113959,0.020159,2,3,0,0,0
4065,16,14,1.515703847,0.702687636,1.065066353,0,0.98198428,2.55,0,2.55,0,0,0,0,0,0,0.149303,0.113959,3,2,0,0,0
4065,38,44,1.508842721,0.999975643,1.50880597,0,1.06529017,2.55,0,2.55,0,1,0,6,0,0,-0.039391,0.0803,3,1,0,0,0
4065,12,24,1.500594285,0.804631997,1.207426177,0,1.04706729,2.55,0,2.55,0,0,0,0,0,0,0.182516,-0.077832,2,2,0,0,0
4065,29,30,1.464987119,0.97465726,1.427860332,0,1.07271837,2.55,0,2.55,0,0,1,0,6,0,-0.00255,0.107033,2,3,0,0,0
4065,27,28,1.450530374,0.800018682,1.160451398,0,1.11896163,2.55,0,2.55,0,0,0,0,0,0,0.021765,0.021873,2,2,0,0,0
4065,20,19,1.428296439,0.859221641,1.22722321,0,0.92352228,2.55,0,3.44,1,0,0,0,0,1,0.190583,-0.308256,1,2,0,0,0
4065,28,29,1.354403449,0.792004135,1.072693132,0,1.68082165,2.55,0,2.55,0,0,0,0,0,0,0.021873,-0.00255,2,2,0,0,0
4065,24,27,1.34947933,0.783207137,1.056921842,0,1.77122524,2.55,0,2.55,0,0,0,0,0,0,-0.077832,0.021765,2,2,0,0,0
4065,19,16,1.346567757,0.684373468,0.921555247,0,1.18587741,3.44,1,2.55,0,0,0,0,0,1,-0.308256,0.149303,2,3,0,0,0
4066,14,15,1.584681417,0.999999945,1.58468133,4,1.04773932,2.55,0,2.55,0,0,0,4,4,0,-0.030003,-0.028754,3,3,4,0.25,1
4066,15,19,1.526578468,0.85675818,1.30790859,0,1.08221674,2.55,0,2.55,0,0,0,4,0,0,-0.028754,0.09374,3,1,0,0,0
4066,17,14,1.526503669,0.856876105,1.308024518,0,1.08254461,2.55,0,2.55,0,0,0,0,4,0,0.093979,-0.030003,1,3,0,0,0
4067,4,0,1.547351505,0.999994689,1.547343287,3,0.80250353,2.55,0,2.55,0,0,0,3,3,0,-0.208958,-0.141812,4,4,3,0.333333333,1
4067,0,10,1.526589012,0.866364621,1.32258271,0,1.08966171,2.55,0,2.55,0,0,0,3,0,0,-0.141812,0.165037,4,1,0,0,0
4067,9,4,1.524018141,0.862446168,1.314383606,0,1.09147208,2.55,0,2.55,0,0,0,0,3,0,0.135952,-0.208958,1,4,0,0,0
4068,21,24,1.521301929,0.791652465,1.204342422,3,0.87166826,2.55,0,2.55,0,0,0,3,3,0,-0.049057,-0.03608,3,3,3,0.333333333,1
4068,10,2,1.510717387,0.879235494,1.328276348,0,1.06191578,2.55,0,2.55,0,0,1,0,6,0,0.083767,-0.03183,1,3,0,0,0
4068,42,43,1.510147465,0.878607866,1.326827441,0,1.06191013,2.55,0,2.55,0,1,0,6,0,0,-0.030043,0.08171,3,1,0,0,0
