Molecule,Atom 1,Atom 2,Bond Length,Cos Part Angles,Cos(Length),InRing_B,Mayer,Elecneg_1,Ele_1,Elecneg_2,Ele_2,InConj_1,InConj_2,InRing_1,InRing_2,Bond Type,MullikenCharge1,MullikenCharge2,Neighbour1,Neighbour2,MaxRing,Ratio,IsBroken
4023,2,3,1.361471972,0.739569867,1.006903645,6,1.10812311,3.44,1,2.55,0,0,0,6,6,1,-0.331356,0.121963,2,3,10,0.3,0
4023,23,1,1.542757376,0.962380939,1.484720293,0,0.93180291,2.55,0,2.55,0,1,0,6,6,0,0.028403,0.220927,3,4,0,0,0
4023,9,43,1.467414686,0.781402067,1.14664087,0,1.05909192,2.55,0,2.55,0,0,0,6,0,0,0.081552,-0.004443,3,2,0,0,0
4023,44,45,1.463831374,0.999022945,1.462401131,0,1.11024857,2.55,0,2.55,0,0,1,0,6,0,-0.000193,0.115279,2,3,0,0,0
4023,63,64,1.411611527,0.870824076,1.229265303,0,0.95833842,3.44,1,2.55,0,0,0,0,0,1,-0.318852,0.183831,2,1,0,0,0
4023,48,63,1.357633085,0.731208239,0.992712498,0,1.13494912,2.55,0,3.44,1,1,0,6,0,1,0.207154,-0.318852,3,2,0,0,0
4023,43,44,1.354736932,0.805947477,1.091846812,0,1.64774725,2.55,0,2.55,0,0,0,0,0,0,-0.004443,-0.000193,2,2,0,0,0
4024-,17,19,1.596491957,0.767581871,1.225438283,5,0.90304239,2.55,0,2.55,0,0,0,5,5,0,0.235739,-0.227937,4,4,19,0.368421053,0
4024-,19,13,1.521645364,0.724488638,1.102414777,5,0.93732269,2.55,0,2.55,0,0,1,5,5,0,-0.227937,0.054004,4,3,19,0.368421053,0
4024-,18,17,1.450062225,0.791322222,1.147466462,6,0.96228563,3.44,1,2.55,0,0,0,6,5,1,-0.30137,0.235739,2,4,19,0.368421053,1
4024-,0,1,1.41684636,0.99997568,1.416811902,6,1.31597317,2.55,0,2.55,0,0,0,6,6,0,0.197248,0.119795,3,3,19,0.368421053,0
4024-,1,18,1.355265966,0.744458099,1.008938725,6,1.13937886,2.55,0,3.44,1,0,0,6,6,1,0.119795,-0.30137,3,2,19,0.368421053,0
4024-,10,34,1.502758301,0.877286171,1.318349076,0,0.96646236,2.55,0,2.55,0,1,0,6,0,0,-0.09449,0.537069,3,4,0,0,0
4024-,32,31,1.408601674,0.867415908,1.2218435,0,0.97094133,2.55,0,3.44,1,0,0,0,0,1,0.186299,-0.302893,1,2,0,0,0
4024-,31,0,1.35651718,0.727067315,0.986279303,0,1.1552661,3.44,1,2.55,0,0,0,0,6,1,-0.302893,0.197248,2,3,0,0,0
4025,20,17,1.468713844,0.908373916,1.334141346,5,0.99693051,3.04,2,2.55,0,0,0,5,5,2,-0.292002,0.183833,3,4,17,0.352941176,0
4025,17,18,1.463597075,0.737285817,1.079089366,7,0.93072401,2.55,0,3.44,1,0,0,5,7,1,0.183833,-0.359226,4,2,17,0.352941176,1
4025,29,20,1.453548634,0.874879584,1.271680023,0,1.00139142,2.55,0,3.04,2,0,0,0,5,2,0.143783,-0.292002,1,3,0,0,0
4025,46,47,1.408182972,0.866809104,1.220625821,0,0.97545738,3.44,1,2.55,0,0,0,0,0,1,-0.314844,0.187024,2,1,0,0,0
4025,18,1,1.378768385,0.963649643,1.328649662,7,1.04916478,3.44,1,2.55,0,0,0,7,6,1,-0.359226,0.183731,2,3,17,0.352941176,0
4025,4,46,1.360695324,0.957056503,1.302262308,0,1.12270592,2.55,0,3.44,1,0,0,6,0,1,0.252757,-0.314844,3,2,0,0,0
4026,4,7,1.526711942,0.939066938,1.433684708,4,0.99302822,2.55,0,2.55,0,1,0,4,4,0,0.056833,-0.070672,3,3,8,0.375,1
4026,21,24,1.5339784,0.698993756,1.072241324,0,1.09436477,2.55,0,2.55,0,0,0,0,0,0,0.031634,0.144252,2,2,0,0,0
4026,16,21,1.531831016,0.700106324,1.072444582,0,1.0863675,2.55,0,2.55,0,0,0,0,0,0,0.134945,0.031634,2,2,0,0,0
4026,41,46,1.530470634,0.895865451,1.371095765,7,0.97447837,2.55,0,2.55,0,0,0,7,7,0,0.086595,0.168325,3,2,11,0.454545455,0
4026,7,11,1.529518413,0.724446694,1.108054558,0,1.01806834,2.55,0,2.55,0,0,0,4,0,0,-0.070672,0.219613,3,2,0,0,0
4026,46,47,1.522475049,0.768571768,1.170131339,7,1.02742511,2.55,0,2.55,0,0,1,7,6,0,0.168325,-0.059217,2,3,11,0.454545455,0
4026,24,27,1.461037538,0.822387719,1.201539329,0,0.95996086,2.55,0,3.04,2,0,0,0,7,2,0.144252,-0.300238,2,3,0,0,0
4026,13,16,1.460267428,0.700131428,1.02237912,0,1.01644892,3.04,2,2.55,0,0,0,0,0,2,-0.365872,0.134945,3,2,0,0,0
4026,11,13,1.459119919,0.698387413,1.019030986,0,1.01290335,2.55,0,3.04,2,0,0,0,0,2,0.219613,-0.365872,2,3,0,0,0
4026,64,65,1.420390648,0.861505699,1.223674639,0,0.95112552,3.44,1,2.55,0,0,0,0,0,1,-0.333696,0.20534,2,1,0,0,0
4026,31,30,1.418535841,0.859003806,1.218527685,0,0.95636647,2.55,0,3.44,1,0,0,0,0,1,0.211607,-0.342084,1,2,0,0,0
4026,27,41,1.372434955,0.718361683,0.985904683,7,1.15700137,3.04,2,2.55,0,0,0,7,7,2,-0.300238,0.086595,3,3,11,0.454545455,0
4026,30,1,1.369082731,0.792994758,1.085675428,0,1.08125116,3.44,1,2.55,0,0,1,0,6,1,-0.342084,0.13222,2,3,0,0,0
4026,56,64,1.365269815,0.786720316,1.074085501,0,1.10978308,2.55,0,3.44,1,1,0,6,0,1,0.150632,-0.333696,3,2,0,0,0
4027,2,5,1.581942832,0.994182614,1.572740061,4,0.99764848,2.55,0,2.55,0,0,0,4,4,0,-0.342422,-0.015518,4,3,10,0.4,1
4027,14,13,1.542857874,0.830044426,1.280640579,7,1.08190305,2.55,0,2.55,0,0,0,7,7,0,0.092356,0.117715,2,2,10,0.4,0
4027,5,14,1.532839097,0.727597841,1.115290418,7,1.06972647,2.55,0,2.55,0,0,0,4,7,0,-0.015518,0.092356,3,2,10,0.4,0
4027,13,12,1.531050284,0.734277597,1.124215923,7,1.03394086,2.55,0,2.55,0,0,0,7,3,0,0.117715,-0.082294,2,4,10,0.4,0
4027,24,2,1.528717559,0.853357074,1.304541943,0,1.09201981,2.55,0,2.55,0,0,0,0,4,0,0.111877,-0.342422,1,4,0,0,0
4027,12,33,1.519898884,0.830525516,1.262314805,0,1.06691911,2.55,0,2.55,0,0,0,3,0,0,-0.082294,0.107446,4,1,0,0,0
4028,0,2,1.567215718,0.97353558,1.525740263,4,1.0130952,2.55,0,2.55,0,0,0,4,4,0,-0.012163,-0.290233,3,4,4,0.25,1
4028,2,20,1.534189951,0.833149084,1.278208952,0,1.04928742,2.55,0,2.55,0,0,0,4,0,0,-0.290233,0.100365,4,1,0,0,0
4028,3,0,1.523345297,0.866857555,1.32052338,0,1.10591952,2.55,0,2.55,0,0,0,0,4,0,0.102064,-0.012163,1,3,0,0,0
2059,1,2,1.563780983,1.023416874,1.327916117,4,1.01735937,2.55,0,2.55,0,0,0,4,4,0,-0.150949,0.060582,3,3,12,0.416666667,1
2059,2,5,1.493894614,0.977679721,1.445265413,6,0.99250262,2.55,0,2.55,0,0,1,4,6,0,0.060582,0.058096,3,3,12,0.416666667,0
2059,17,1,1.534175604,1.004041625,1.403904003,0,1.08677346,2.55,0,2.55,0,0,0,0,4,0,0.23666,-0.150949,2,3,0,0,0
2059,29,26,1.529818197,1.001189919,1.271699826,0,1.09300131,2.55,0,2.55,0,0,0,0,0,0,-0.01545,-0.014878,1,2,0,0,0
2059,26,25,1.519096664,0.994173209,1.027273954,0,1.07163034,2.55,0,2.55,0,0,0,0,0,0,-0.014878,0.200352,2,2,0,0,0
2059,16,37,1.516722368,0.992619351,1.248066902,0,1.10394612,2.55,0,2.55,0,0,0,0,0,0,0.144431,0.022456,2,1,0,0,0
2059,18,17,1.514544152,0.991193817,1.209437283,0,0.97500376,2.55,0,2.55,0,0,0,0,0,0,0.102746,0.23666,3,2,0,0,0
2059,25,21,1.438901517,1.02267343,0.994078326,0,0.89689413,2.55,0,3.44,1,0,0,0,0,1,0.200352,-0.318221,2,2,0,0,0
2059,15,16,1.421480835,1.010291994,0.995443728,0,0.94182316,3.44,1,2.55,0,0,0,0,0,1,-0.313236,0.144431,2,2,0,0,0
2059,11,15,1.353413885,0.961914631,1.298611504,0,1.13756913,2.55,0,3.44,1,1,0,6,0,1,0.238729,-0.313236,3,2,0,0,0
2059,21,18,1.349895458,0.959413971,0.931089741,0,1.14819344,3.44,1,2.55,0,0,0,0,0,1,-0.318221,0.102746,2,3,0,0,0
4030,5,7,1.573771691,0.818114302,1.287525129,4,0.97815209,2.55,0,2.55,0,0,0,4,4,0,0.050522,0.15768,4,3,8,0.25,1
4030,3,5,1.525371319,0.861680007,1.314381968,6,0.95042806,2.55,0,2.55,0,0,0,6,4,0,0.061462,0.050522,3,4,8,0.25,0
4030,49,9,1.516457178,0.868971472,1.317758027,0,1.08699907,2.55,0,2.55,0,0,0,0,0,0,0.056899,0.049681,1,3,0,0,0
4030,9,3,1.493829268,0.739280189,1.104358383,0,0.9482397,2.55,0,2.55,0,0,0,0,6,0,0.049681,0.061462,3,3,0,0,0
4030,15,16,1.493376173,0.966797423,1.443792236,0,0.90823992,2.55,0,2.55,0,0,1,0,6,0,0.189455,-0.022768,3,3,0,0,0
4030,7,14,1.417666072,0.798406051,1.131873171,0,0.96775719,2.55,0,3.44,1,0,0,4,0,1,0.15768,-0.272827,3,2,0,0,0
4030,22,57,1.355648763,0.999548385,1.355036533,0,1.19875437,2.55,0,3.44,1,1,0,6,0,1,0.197872,-0.181524,3,1,0,0,0
4030,14,15,1.351578719,0.701767894,0.948494551,0,1.16002298,3.44,1,2.55,0,0,0,0,0,1,-0.272827,0.189455,2,3,0,0,0
4031,0,2,1.547076673,0.702903948,1.087446301,4,1.08486181,2.55,0,2.55,0,0,0,4,4,0,-0.048079,-0.036129,3,3,4,0.25,0
4031,3,0,1.534642095,0.721193865,1.106774463,0,0.88628844,2.55,0,2.55,0,0,0,0,4,0,0.206842,-0.048079,3,3,0,0,0
4031,2,7,1.532209589,0.719102961,1.101816452,0,0.8923444,2.55,0,2.55,0,0,0,4,0,0,-0.036129,0.19967,3,3,0,0,0
4031,30,29,1.518320545,0.962598911,1.461533703,0,1.04618065,2.55,0,2.55,0,1,0,6,0,0,-0.045363,0.270771,3,2,0,0,0
4031,40,41,1.517413551,0.966614336,1.466753692,0,1.05910758,2.55,0,2.55,0,0,1,0,6,0,0.273453,-0.047382,2,3,0,0,0
4031,73,67,1.510294747,0.999990531,1.510280445,0,1.06445809,2.55,0,2.55,0,0,1,0,6,0,0.079686,-0.027816,1,3,0,0,0
4031,81,88,1.5102202,0.99998522,1.510197879,0,1.06458242,2.55,0,2.55,0,1,0,6,0,0,-0.026945,0.079945,3,1,0,0,0
4031,14,40,1.471611124,0.812291839,1.195377706,0,0.96607464,3.04,2,2.55,0,0,0,0,0,2,-0.308193,0.273453,3,2,0,0,0
4031,29,13,1.46709536,0.78039184,1.144909248,0,0.96123638,2.55,0,3.04,2,0,0,0,0,2,0.270771,-0.321753,2,3,0,0,0
4031,77,78,1.377233109,0.9637987,1.32737548,0,1.00606874,3.44,1,2.55,0,0,1,0,6,1,-0.276778,0.192826,2,3,0,0,0
4031,62,55,1.375408119,0.964772315,1.326955676,0,1.01226069,3.44,1,2.55,0,0,1,0,6,1,-0.280188,0.185655,2,3,0,0,0
4031,63,62,1.375304061,0.962610577,1.323882236,0,1.04121886,2.55,0,3.44,1,1,0,6,0,1,0.211124,-0.280188,3,2,0,0,0
4031,13,3,1.374006299,0.723610436,0.994245297,0,1.18564312,3.04,2,2.55,0,0,0,0,0,2,-0.321753,0.206842,3,3,0,0,0
4031,48,77,1.370573049,0.962767405,1.319543058,0,1.05359267,2.55,0,3.44,1,1,0,6,0,1,0.220973,-0.276778,3,2,0,0,0
4031,7,14,1.369136873,0.720961019,0.987094315,0,1.19222126,2.55,0,3.04,2,0,0,0,0,2,0.19967,-0.308193,3,3,0,0,0
4032,1,10,1.572743292,0.968290495,1.52287238,4,0.998364,2.55,0,2.55,0,0,0,4,4,0,-0.348306,-0.02609,4,3,10,0.2,1
4032,10,17,1.534879739,0.928924238,1.425786993,7,1.0376718,2.55,0,2.55,0,0,0,4,7,0,-0.02609,0.309819,3,3,10,0.2,0
4032,2,1,1.534174509,0.833856922,1.279282033,0,1.05153803,2.55,0,2.55,0,0,0,0,4,0,0.100785,-0.348306,1,4,0,0,0
4032,32,33,1.507593965,0.841894177,1.26923458,0,1.04480543,2.55,0,2.55,0,0,0,0,0,0,0.151556,0.054598,3,1,0,0,0
4032,17,31,1.434116718,0.875775915,1.255964882,0,0.91744133,2.55,0,3.44,1,0,0,7,0,1,0.309819,-0.322794,3,2,0,0,0
4032,31,32,1.356288547,0.698689647,0.947624767,0,1.0985694,3.44,1,2.55,0,0,0,0,0,1,-0.322794,0.151556,2,3,0,0,0
4033,0,2,1.565310554,0.853348847,1.335755956,4,1.02579792,2.55,0,2.55,0,0,0,4,4,0,-0.142623,-0.056882,3,3,30,0.333333333,1
4033,65,71,1.540703022,0.964061637,1.485332678,6,0.93431032,2.55,0,2.55,0,0,0,6,6,0,-0.239851,0.05751,4,3,30,0.333333333,0
4033,61,65,1.558849771,0.877578115,1.368012443,7,1.01970312,2.55,0,2.55,0,0,0,7,6,0,0.217856,-0.239851,2,4,30,0.333333333,0
4033,2,10,1.541427362,0.918293383,1.415482546,7,1.0741332,2.55,0,2.55,0,0,0,4,7,0,-0.056882,0.217733,3,2,30,0.333333333,0
4033,8,0,1.535248369,0.884916675,1.358566881,7,1.01848527,2.55,0,2.55,0,0,0,7,4,0,0.313106,-0.142623,3,3,30,0.333333333,0
4033,14,13,1.5277025,0.705804412,1.078259165,0,0.94758782,2.55,0,2.55,0,0,0,0,0,0,0.127718,0.254879,3,2,0,0,0
4033,84,88,1.510164735,0.999961209,1.510106154,0,1.06106861,2.55,0,2.55,0,0,0,6,0,0,-0.01704,0.084491,3,1,0,0,0
4033,10,60,1.47279215,0.85214559,1.255033336,7,0.98407466,2.55,0,3.04,2,0,0,7,7,2,0.217733,-0.313837,2,3,30,0.333333333,0
4033,60,61,1.4605911,0.769851242,1.124437872,7,0.98959764,3.04,2,2.55,0,0,0,7,7,2,-0.313837,0.217856,3,2,30,0.333333333,0
4033,18,17,1.429005404,0.860154362,1.229165232,0,0.92119077,2.55,0,3.44,1,0,0,0,0,1,0.190595,-0.312754,1,2,0,0,0
4033,12,8,1.426270959,0.694208534,0.990129471,0,0.96244168,3.44,1,2.55,0,0,0,0,7,1,-0.37239,0.313106,2,3,0,0,0
4033,13,12,1.393086901,0.827119976,1.152250005,0,1.02922309,2.55,0,3.44,1,0,0,0,0,1,0.254879,-0.37239,2,2,0,0,0
4033,17,14,1.344989915,0.678819568,0.913005472,0,1.16557527,3.44,1,2.55,0,0,0,0,0,1,-0.312754,0.127718,2,3,0,0,0
4034,23,27,1.583637968,0.996670808,1.578365734,4,1.01462973,2.55,0,2.55,0,0,0,4,4,0,-0.359543,0.020218,4,3,4,0.25,1
4034,42,44,1.436385875,0.685992199,0.985349505,5,0.97646415,3.44,1,2.55,0,0,0,5,5,1,-0.309372,0.318163,2,3,9,0.444444444,0
4034,34,42,1.366182225,0.732491889,1.000717398,5,1.07629764,2.55,0,3.44,1,1,0,5,5,1,0.201669,-0.309372,3,2,9,0.444444444,0
4034,27,53,1.551737557,0.879240382,1.364350322,0,1.05980455,2.55,0,2.55,0,0,0,4,0,0,0.020218,0.216194,3,2,0,0,0
4034,45,47,1.528912181,0.835033623,1.276693077,0,1.09640489,2.55,0,2.55,0,0,0,0,0,0,0.042704,-0.01104,2,1,0,0,0
4034,30,23,1.522309351,0.849830399,1.293704763,0,1.07838665,2.55,0,2.55,0,0,0,0,4,0,0.130748,-0.359543,1,4,0,0,0
4034,53,29,1.518560866,0.879965407,1.33628103,0,1.04533793,2.55,0,2.55,0,0,1,0,6,0,0.216194,-0.041114,2,3,0,0,0
4034,44,45,1.513977504,0.877997054,1.329267789,0,1.06689026,2.55,0,2.55,0,0,0,5,0,0,0.318163,0.042704,3,2,0,0,0
4035,2,0,1.574859282,0.613487479,0.966156451,4,0.99109025,2.55,0,2.55,0,0,0,4,4,0,-0.069453,-0.138979,3,4,14,0.428571429,1
4035,23,61,1.537117169,0.840348464,1.291714053,0,1.10389163,2.55,0,2.55,0,0,0,0,0,0,0.071676,0.017263,2,1,0,0,0
4035,5,2,1.527143558,0.844928052,1.290326431,0,1.08206118,2.55,0,2.55,0,0,0,0,4,0,0.06823,-0.069453,1,3,0,0,0
4035,18,23,1.512265857,0.979483877,1.481240024,0,1.03839812,2.55,0,2.55,0,1,0,6,0,0,-0.068283,0.071676,3,2,0,0,0
4036,34,28,1.496102967,0.871871636,1.304409742,5,0.93322624,3.04,2,2.55,0,0,0,5,5,2,-0.301986,0.155218,3,3,5,0.2,0
4036,29,45,1.479398822,0.869219416,1.28592218,5,0.98399853,2.55,0,3.04,2,0,0,5,5,2,0.091463,-0.333671,3,3,5,0.2,0
4036,57,56,1.535724776,0.731299239,1.123074359,0,0.92681091,2.55,0,2.55,0,0,0,0,0,0,0.118977,0.158522,3,3,0,0,0
4036,23,29,1.515143443,0.906792978,1.373921434,0,0.96607116,2.55,0,2.55,0,1,0,5,5,0,-0.047095,0.091463,3,3,0,0,0
4036,82,89,1.509643078,0.999927179,1.509533143,0,1.06441009,2.55,0,2.55,0,1,0,6,0,0,-0.017899,0.076989,3,1,0,0,0
4036,28,26,1.507047501,0.888629588,1.339207,0,0.99162347,2.55,0,2.55,0,0,1,5,5,0,0.155218,-0.05296,3,3,0,0,0
4036,18,12,1.464015532,0.995768713,1.457820861,0,1.00338813,2.55,0,2.55,0,1,1,5,6,0,0.071523,0.101247,3,3,0,0,0
4036,7,19,1.46321645,0.995003311,1.455905212,0,1.00837039,2.55,0,2.55,0,1,1,6,5,0,0.105898,0.066984,3,3,0,0,0
4036,68,57,1.449117576,0.716042517,1.037629797,0,0.98959801,3.04,2,2.55,0,0,0,0,0,2,-0.16774,0.118977,2,3,0,0,0
4036,77,78,1.440914964,0.967014027,1.393384982,0,0.9080609,3.04,2,2.55,0,0,1,0,6,2,-0.30384,0.099678,3,3,0,0,0
4036,72,71,1.423394596,0.85468517,1.216554252,0,0.93684657,2.55,0,3.44,1,0,0,0,0,1,0.200188,-0.325372,1,2,0,0,0
4036,76,77,1.394985751,0.732192849,1.021398591,0,1.1225259,2.55,0,3.04,2,0,0,0,0,2,0.263185,-0.30384,3,3,0,0,0
4036,45,76,1.377574661,0.742960077,1.023482976,0,1.15319105,3.04,2,2.55,0,0,0,5,0,2,-0.333671,0.263185,3,3,0,0,0
4036,70,68,1.358929682,0.720844531,0.979577029,0,1.19532579,2.55,0,3.04,2,0,0,0,0,2,0.224696,-0.16774,3,2,0,0,0
4036,71,70,1.355588765,0.692097607,0.938199741,0,1.1522286,3.44,1,2.55,0,0,0,0,0,1,-0.325372,0.224696,2,3,0,0,0
4036,56,34,1.354404407,0.735281048,0.995867892,0,1.2542898,2.55,0,3.04,2,0,0,0,5,2,0.158522,-0.301986,3,3,0,0,0
4037,27,28,1.871007443,0.823638228,1.541033255,0,0.93797223,2.58,3,2.55,0,0,0,0,5,7,-0.050053,-0.257641,2,3,0,0,1
4037,16,27,1.778822161,0.771817187,1.372925517,0,1.02854691,2.55,0,2.58,3,0,0,5,0,7,-0.216828,-0.050053,3,2,0,0,0
4038,2,0,1.569101653,0.795760009,1.248628345,4,1.02092325,2.55,0,2.55,0,0,0,4,4,0,-0.067212,0.078295,3,3,7,0.285714286,0
4038,0,4,1.557902975,0.995974819,1.551632134,5,0.9800953,2.55,0,2.55,0,0,0,4,5,0,0.078295,0.013975,3,3,7,0.285714286,1
4038,4,22,1.53815082,0.846953701,1.302742529,0,1.08295716,2.55,0,2.55,0,0,0,5,0,0,0.013975,0.057632,3,1,0,0,0
4038,12,2,1.535574438,0.863005102,1.325208576,0,0.97394855,2.55,0,2.55,0,0,0,0,4,0,0.174001,-0.067212,3,3,0,0,0
4038,14,12,1.523653831,0.829211793,1.263431726,0,1.09303587,2.55,0,2.55,0,0,0,0,0,0,0.05128,0.174001,1,3,0,0,0
4039,0,1,1.473181748,0.910783855,1.341750151,4,1.0096916,2.55,0,3.04,2,0,0,4,4,2,0.170193,-0.242611,3,3,4,0.25,1
4039,12,0,1.510899319,0.961000733,1.451975352,0,1.00546841,2.55,0,2.55,0,1,0,6,4,0,0.04445,0.170193,3,3,0,0,0
4039,36,42,1.420617971,0.861497101,1.223858263,0,0.94475328,3.44,1,2.55,0,0,0,0,0,1,-0.345502,0.20702,2,1,0,0,0
4039,22,21,1.408485341,0.86742057,1.221749157,0,0.971693,2.55,0,3.44,1,0,0,0,0,1,0.184785,-0.301371,1,2,0,0,0
4039,1,5,1.403448829,0.977870391,1.372391056,0,0.98949521,3.04,2,2.55,0,0,1,4,6,2,-0.242611,0.198552,3,3,0,0,0
4039,30,36,1.371209748,0.958337845,1.314082195,0,1.11921249,2.55,0,3.44,1,1,0,6,0,1,0.07802,-0.345502,3,2,0,0,0
4039,21,17,1.354883172,0.958114836,1.298133668,0,1.16361264,3.44,1,2.55,0,0,1,0,6,1,-0.301371,0.189207,2,3,0,0,0
4040,0,1,1.582362078,0.774852893,1.226097833,4,1.02819626,2.55,0,2.55,0,0,0,4,4,0,-0.013178,0.127517,3,3,4,0.25,1
4040,1,15,1.520120076,0.763576183,1.160727485,0,0.8942043,2.55,0,2.55,0,0,0,4,0,0,0.127517,0.195106,3,3,0,0,0
4040,3,0,1.506422113,0.958676145,1.444170944,0,0.9728446,2.55,0,2.55,0,1,0,6,4,0,-0.038418,-0.013178,3,3,0,0,0
4040,45,46,1.43098797,0.859657693,1.230159818,0,0.91415636,3.44,1,2.55,0,0,0,0,0,1,-0.30298,0.190019,2,1,0,0,0
4040,11,8,1.371652086,0.9993779,1.37079878,0,1.25463483,3.04,2,2.55,0,0,1,0,6,2,-0.054311,-0.023442,1,3,0,0,0
4040,15,45,1.340671121,0.681704848,0.913942003,0,1.19263815,2.55,0,3.44,1,0,0,0,0,1,0.195106,-0.30298,3,2,0,0,0
4041,11,13,1.428235941,0.854423817,1.220318805,4,0.98282403,3.04,2,3.04,2,0,0,4,4,4,-0.168148,-0.171249,3,3,4,0.25,1
4041,22,23,1.426850999,0.854213989,1.218836084,0,0.92614392,3.44,1,2.55,0,0,0,0,0,1,-0.331967,0.196571,2,1,0,0,0
4041,17,16,1.426604029,0.85549025,1.220445838,0,0.92581923,2.55,0,3.44,1,0,0,0,0,1,0.196765,-0.331669,1,2,0,0,0
4041,15,11,1.390740484,0.709073107,0.986136676,0,1.05895957,2.55,0,3.04,2,0,0,0,4,2,0.266947,-0.168148,3,3,0,0,0
4041,13,21,1.38648059,0.712432562,0.987773918,0,1.06249906,3.04,2,2.55,0,0,0,4,0,2,-0.171249,0.275205,3,3,0,0,0
4041,21,22,1.353068854,0.680590741,0.920886134,0,1.13728865,2.55,0,3.44,1,0,0,0,0,1,0.275205,-0.331967,3,2,0,0,0
4041,16,15,1.351148264,0.679817517,0.918534257,0,1.14523436,3.44,1,2.55,0,0,0,0,0,1,-0.331669,0.266947,2,3,0,0,0
4042,12,13,1.451048126,0.883932285,1.282628286,4,0.96726734,3.04,2,3.04,2,0,0,4,4,4,-0.193218,-0.221607,3,3,4,0.25,1
4042,41,44,1.532912481,0.847276513,1.298800742,0,1.07627353,2.55,0,2.55,0,0,0,6,0,0,-0.052128,0.085783,3,1,0,0,0
4042,9,5,1.50877169,0.999925581,1.508659408,0,1.0615218,2.55,0,2.55,0,0,1,0,6,0,0.079475,-0.031019,1,3,0,0,0
4042,13,11,1.4662335,0.872711804,1.279599283,0,0.9005603,3.04,2,2.55,0,0,0,4,6,2,-0.221607,0.119103,3,3,0,0,0
4042,0,12,1.412502369,0.967288399,1.366297155,0,1.0674612,2.55,0,3.04,2,1,0,6,4,2,0.085165,-0.193218,3,3,0,0,0
4043,9,10,1.563571919,0.654170782,1.022843064,4,0.94501468,2.55,0,2.55,0,0,0,4,4,0,0.34814,-0.082214,4,4,14,0.428571429,1
4043,47,55,1.530821469,0.932598073,1.427641153,0,1.08368301,2.55,0,2.55,0,0,0,6,0,0,-0.127136,0.078414,3,1,0,0,0
4043,0,9,1.524197817,0.839757928,1.279957201,0,0.94653478,2.55,0,2.55,0,1,0,6,4,0,0.00802,0.34814,3,4,0,0,0
4043,22,21,1.50388416,0.835486923,1.25647555,0,1.04373744,2.55,0,2.55,0,0,0,0,0,0,0.043724,0.149497,1,3,0,0,0
4043,20,6,1.378743449,0.956548853,1.318835465,0,1.04796229,3.44,1,2.55,0,0,1,0,6,1,-0.272204,0.251457,2,3,0,0,0
4043,21,20,1.372145055,0.716664446,0.983367576,0,1.04632201,2.55,0,3.44,1,0,0,0,0,1,0.149497,-0.272204,3,2,0,0,0
4044,1,21,1.526431346,0.957097369,1.460943425,6,0.94344566,2.55,0,2.55,0,1,1,6,5,0,0.023848,0.074456,3,4,15,0.333333333,0
4044,66,72,1.49800038,0.747643538,1.119970304,5,0.89114838,2.55,0,2.55,0,1,0,5,5,0,0.015742,0.213543,3,3,10,0.4,0
4044,72,74,1.406268154,0.700252979,0.984743464,5,1.03324851,2.55,0,3.04,2,0,0,5,5,2,0.213543,-0.313421,3,3,10,0.4,0
4044,50,49,1.530457612,0.849436358,1.30002634,0,1.11981521,2.55,0,2.55,0,0,0,0,0,0,0.011342,0.105188,1,2,0,0,0
4044,21,22,1.504280745,0.903115622,1.358536061,5,0.96869965,2.55,0,3.04,2,0,0,5,5,2,0.074456,-0.259034,4,3,15,0.333333333,1
4044,75,76,1.527242931,0.698476428,1.066743188,0,0.96294905,2.55,0,2.55,0,0,0,0,0,0,0.21338,0.138211,2,3,0,0,0
4044,49,48,1.46565785,0.873007802,1.279530738,0,0.97382108,2.55,0,3.04,2,0,0,0,0,2,0.105188,-0.30621,2,3,0,0,0
4044,74,75,1.435140933,0.849447392,1.219076723,0,0.96980911,3.04,2,2.55,0,1,0,5,0,2,-0.313421,0.21338,3,2,0,0,0
4044,79,80,1.429267256,0.859980775,1.229142363,0,0.91887114,3.44,1,2.55,0,0,0,0,0,1,-0.311651,0.190418,2,1,0,0,0
4044,22,63,1.414343425,0.768861248,1.08743385,0,1.02787286,3.04,2,2.55,0,1,1,5,6,2,-0.259034,0.186398,3,3,0,0,0
4044,48,27,1.396245874,0.969830794,1.354122245,0,1.09087585,3.04,2,2.55,0,0,1,0,6,2,-0.30621,0.223673,3,3,0,0,0
4044,76,79,1.342139033,0.677543544,0.909357637,0,1.17836687,2.55,0,3.44,1,0,0,0,0,1,0.138211,-0.311651,3,2,0,0,0
4045,2,1,1.867434049,0.822258897,1.535514262,6,1.03206309,2.58,3,2.55,0,0,0,6,6,7,0.111553,-0.183039,2,4,10,0.3,1
4045,3,2,1.772803573,0.674715603,1.196138232,6,1.02918199,2.55,0,2.58,3,0,0,6,6,7,-0.129837,0.111553,3,2,10,0.3,0
4046,1,0,2.042739005,0.763165265,1.558947453,0,1.14187372,2.58,3,2.58,3,0,0,0,0,6,-0.002053,0.00334,2,2,0,0,1
4046,0,2,1.849089771,0.661267706,1.222743351,0,0.89817538,2.58,3,2.55,0,0,0,0,0,7,0.00334,-0.00823,2,3,0,0,0
4046,3,1,1.846499504,0.652975796,1.205719483,0,0.90771068,2.55,0,2.58,3,0,0,0,0,7,-0.006063,-0.002053,3,2,0,0,0
