Molecule,Atom 1,Atom 2,Bond Length,Elecneg_1,Ele_1,Elecneg_2,Ele_2,InConj_1,InConj_2,InRing_1,InRing_2,Neighbour1,Neighbour2
4052,13,19,1.550349783,2.55,0,2.55,0,1,0,6,6,3,4
4052,62,64,1.545249728,2.55,0,2.55,0,0,0,5,5,2,2
4052,63,67,1.544378151,2.55,0,2.55,0,0,0,5,5,2,2
4052,0,19,1.54345471,2.55,0,2.55,0,0,0,6,6,3,4
4052,20,21,1.542949387,2.55,0,2.55,0,0,0,5,5,3,3
4052,20,24,1.530213942,2.55,0,2.55,0,0,0,5,5,3,3
4052,21,26,1.523713203,2.55,0,2.55,0,0,0,5,5,3,3
4052,14,18,1.515993448,2.55,0,2.55,0,1,0,6,6,3,3
4052,8,18,1.514365571,2.55,0,2.55,0,0,0,6,6,3,3
4052,13,14,1.410706133,2.55,0,2.55,0,1,1,6,6,3,3
4052,0,8,1.409861419,2.55,0,2.55,0,0,0,6,6,3,3
4052,26,28,1.407145673,2.55,0,3.04,2,0,0,5,5,3,3
4052,32,33,1.406700418,2.55,0,2.55,0,1,1,6,6,3,3
4052,24,28,1.405223596,2.55,0,3.04,2,0,0,5,5,3,3
4052,32,36,1.403394029,2.55,0,2.55,0,1,1,6,6,3,3
4052,38,39,1.403377279,2.55,0,2.55,0,1,1,6,6,2,3
4052,10,11,1.403140323,2.55,0,2.55,0,1,1,6,6,2,2
4052,1,3,1.401663565,2.55,0,2.55,0,0,0,6,6,2,2
4052,15,17,1.400947311,2.55,0,2.55,0,1,1,6,6,2,2
4052,4,6,1.400198839,2.55,0,2.55,0,0,0,6,6,2,2
4052,37,39,1.400171608,2.55,0,2.55,0,1,1,6,6,2,3
4052,11,13,1.397600633,2.55,0,2.55,0,1,1,6,6,2,3
4052,36,37,1.397198513,2.55,0,2.55,0,1,1,6,6,3,2
4052,3,4,1.396893486,2.55,0,2.55,0,0,0,6,6,2,2
4052,0,1,1.396159425,2.55,0,2.55,0,0,0,6,6,3,2
4052,10,17,1.396048624,2.55,0,2.55,0,1,1,6,6,2,2
4052,6,8,1.394896322,2.55,0,2.55,0,0,0,6,6,2,3
4052,14,15,1.394324204,2.55,0,2.55,0,1,1,6,6,3,2
4052,33,38,1.393337334,2.55,0,2.55,0,1,1,6,6,3,2
4052,55,58,1.541946653,2.55,0,2.55,0,0,0,5,0,4,1
4052,54,55,1.540344364,2.55,0,2.55,0,0,0,0,5,2,4
4052,49,51,1.533808472,2.55,0,2.55,0,0,0,0,0,2,3
4052,51,54,1.524001363,2.55,0,2.55,0,0,0,0,0,3,2
4052,19,31,1.515639652,2.55,0,2.55,0,0,0,6,0,4,2
4052,39,44,1.509177231,2.55,0,2.55,0,1,0,6,0,3,1
4052,35,49,1.500204727,2.55,0,2.55,0,0,0,0,0,2,2
4052,28,32,1.419442287,3.04,2,2.55,0,0,1,5,6,3,3
4052,31,35,1.337935991,2.55,0,2.55,0,0,0,0,0,2,2
4052,51,74,1.213110418,2.55,0,3.44,1,0,0,0,0,3,1
4052,24,29,1.205907445,2.55,0,3.44,1,0,0,5,0,3,1
4052,26,30,1.203562137,2.55,0,3.44,1,0,0,5,0,3,1
4053,14,15,1.62089809,2.55,0,2.55,0,0,1,6,6,4,3
4053,13,16,1.601120712,2.55,0,2.55,0,0,1,6,6,3,3
4053,15,16,1.562200181,2.55,0,2.55,0,1,1,6,6,3,3
4053,0,14,1.544898302,2.55,0,2.55,0,0,0,6,6,3,4
4053,9,14,1.543033217,2.55,0,2.55,0,0,0,6,6,3,4
4053,1,2,1.516096891,2.55,0,2.55,0,0,0,6,6,3,3
4053,16,35,1.506828152,2.55,0,2.55,0,1,1,6,6,3,2
4053,11,12,1.504076032,2.55,0,2.55,0,0,0,6,6,3,3
4053,15,32,1.503708894,2.55,0,2.55,0,1,1,6,6,3,2
4053,6,13,1.499079837,2.55,0,2.55,0,0,0,6,6,3,3
4053,10,13,1.496640875,2.55,0,2.55,0,0,0,6,6,3,3
4053,8,9,1.494692921,2.55,0,2.55,0,0,0,6,6,3,3
4053,3,5,1.492504829,2.55,0,2.55,0,0,0,6,6,3,3
4053,0,1,1.491333297,2.55,0,2.55,0,0,0,6,6,3,3
4053,5,6,1.488303133,2.55,0,2.55,0,0,0,6,6,3,3
4053,7,8,1.488279616,2.55,0,2.55,0,0,0,6,6,2,3
4053,10,11,1.488055766,2.55,0,2.55,0,0,0,6,6,3,3
4053,34,37,1.465936094,2.55,0,2.55,0,1,1,6,6,3,2
4053,60,62,1.414676011,2.55,0,2.55,0,1,0,5,6,3,3
4053,62,65,1.411889844,2.55,0,2.55,0,0,0,6,6,3,2
4053,59,60,1.406240739,2.55,0,2.55,0,1,1,5,5,3,3
4053,64,65,1.404641735,2.55,0,2.55,0,0,0,6,6,2,2
4053,57,59,1.400507616,3.04,2,2.55,0,1,1,5,5,3,3
4053,57,58,1.394664673,3.04,2,2.55,0,1,1,5,5,3,2
4053,60,61,1.383481848,2.55,0,3.04,2,1,1,5,5,3,2
4053,9,10,1.355410978,2.55,0,2.55,0,0,0,6,6,3,3
4053,2,3,1.354030192,2.55,0,2.55,0,0,0,6,6,3,3
4053,0,6,1.353341434,2.55,0,2.55,0,0,0,6,6,3,3
4053,7,12,1.349519873,2.55,0,2.55,0,0,0,6,6,2,3
4053,35,37,1.341509758,2.55,0,2.55,0,1,1,6,6,2,2
4053,32,34,1.340967219,2.55,0,2.55,0,1,1,6,6,2,3
4053,63,64,1.338582099,3.04,2,2.55,0,0,0,6,6,2,2
4053,59,63,1.326521315,2.55,0,3.04,2,1,0,5,6,3,2
4053,58,61,1.301403744,2.55,0,3.04,2,1,1,5,5,2,2
4053,19,20,1.51753939,2.55,0,2.55,0,0,0,0,0,2,2
4053,24,27,1.510478367,2.55,0,2.55,0,0,0,0,0,3,1
4053,42,43,1.506867659,2.55,0,2.55,0,0,0,0,0,3,1
4053,2,53,1.49987803,2.55,0,2.55,0,0,0,6,0,3,1
4053,20,21,1.433574479,2.55,0,3.44,1,0,0,0,0,2,2
4053,17,19,1.423320391,3.44,1,2.55,0,0,0,0,0,2,2
4053,12,57,1.401858942,2.55,0,3.04,2,0,1,6,5,3,3
4053,34,41,1.39144301,2.55,0,3.44,1,1,0,6,0,3,2
4053,14,17,1.387545147,2.55,0,3.44,1,0,0,6,0,4,2
4053,41,42,1.366804092,3.44,1,2.55,0,0,0,0,0,2,3
4053,62,69,1.358615538,2.55,0,3.04,2,0,0,6,0,3,1
4053,21,24,1.349459375,3.44,1,2.55,0,0,0,0,0,2,3
4053,8,48,1.219875882,2.55,0,3.44,1,0,0,6,0,3,1
4053,1,50,1.217916059,2.55,0,3.44,1,0,0,6,0,3,1
4053,5,51,1.214893432,2.55,0,3.44,1,0,0,6,0,3,1
4053,11,49,1.213129537,2.55,0,3.44,1,0,0,6,0,3,1
4053,24,31,1.205189184,2.55,0,3.44,1,0,0,0,0,3,1
4053,42,47,1.201168174,2.55,0,3.44,1,0,0,0,0,3,1
4054,13,19,1.546066836,2.55,0,2.55,0,0,0,6,6,3,4
4054,0,19,1.544606701,2.55,0,2.55,0,0,0,6,6,3,4
4054,19,20,1.540677325,2.55,0,3.04,2,0,0,6,6,4,3
4054,14,18,1.50949747,2.55,0,2.55,0,0,0,6,6,3,3
4054,8,18,1.509021784,2.55,0,2.55,0,0,0,6,6,3,3
4054,24,26,1.492302238,2.55,0,2.55,0,0,1,6,6,3,3
4054,18,21,1.486684473,2.55,0,3.04,2,0,0,6,6,3,3
4054,25,35,1.477249133,2.55,0,2.55,0,0,1,6,6,3,3
4054,20,21,1.414558437,3.04,2,3.04,2,0,0,6,6,3,3
4054,38,39,1.411391593,2.55,0,2.55,0,1,1,6,6,2,3
4054,0,8,1.405065929,2.55,0,2.55,0,0,0,6,6,3,3
4054,13,14,1.405064313,2.55,0,2.55,0,0,0,6,6,3,3
4054,35,37,1.403315893,2.55,0,2.55,0,1,1,6,6,3,2
4054,26,36,1.403228285,2.55,0,2.55,0,1,1,6,6,3,2
4054,1,3,1.40213697,2.55,0,2.55,0,0,0,6,6,2,2
4054,10,11,1.402090463,2.55,0,2.55,0,0,0,6,6,2,2
4054,26,35,1.402033699,2.55,0,2.55,0,1,1,6,6,3,3
4054,4,6,1.400297057,2.55,0,2.55,0,0,0,6,6,2,2
4054,15,17,1.400142935,2.55,0,2.55,0,0,0,6,6,2,2
4054,36,39,1.398033684,2.55,0,2.55,0,1,1,6,6,2,3
4054,11,13,1.397720778,2.55,0,2.55,0,0,0,6,6,2,3
4054,0,1,1.397429688,2.55,0,2.55,0,0,0,6,6,3,2
4054,10,17,1.397187598,2.55,0,2.55,0,0,0,6,6,2,2
4054,3,4,1.397110807,2.55,0,2.55,0,0,0,6,6,2,2
4054,6,8,1.393112215,2.55,0,2.55,0,0,0,6,6,2,3
4054,14,15,1.393098826,2.55,0,2.55,0,0,0,6,6,3,2
4054,37,38,1.390277167,2.55,0,2.55,0,1,1,6,6,2,2
4054,20,24,1.381837096,3.04,2,2.55,0,0,0,6,6,3,3
4054,21,25,1.377139896,3.04,2,2.55,0,0,0,6,6,3,3
4054,19,29,1.541212349,2.55,0,2.55,0,0,0,6,0,4,2
4054,29,31,1.539139996,2.55,0,2.55,0,0,0,0,0,2,1
4054,43,44,1.53766233,2.55,0,2.55,0,0,0,0,0,2,1
4054,39,43,1.513565633,2.55,0,2.55,0,1,0,6,0,3,2
4054,25,28,1.226571881,2.55,0,3.44,1,0,0,6,0,3,1
4054,24,27,1.224529217,2.55,0,3.44,1,0,0,6,0,3,1
4055,1,20,1.580310252,2.55,0,2.55,0,0,0,5,5,4,3
4055,21,22,1.580038129,2.55,0,2.55,0,0,0,5,5,3,3
4055,20,21,1.539456926,2.55,0,2.55,0,0,0,5,5,3,3
4055,1,24,1.534010746,2.55,0,2.55,0,0,0,5,5,4,2
4055,22,23,1.523631519,2.55,0,2.55,0,0,0,5,5,3,2
4055,20,28,1.521781593,2.55,0,2.55,0,0,0,5,5,3,3
4055,21,26,1.520651337,2.55,0,2.55,0,0,0,5,5,3,3
4055,1,38,1.442096787,2.55,0,3.44,1,0,0,5,5,4,2
4055,8,9,1.427637934,2.55,0,2.55,0,1,1,5,5,2,2
4055,22,38,1.427151482,2.55,0,3.44,1,0,0,5,5,3,2
4055,4,6,1.411856605,2.55,0,2.55,0,1,1,6,6,3,2
4055,0,5,1.406183755,2.55,0,2.55,0,1,1,6,6,3,2
4055,27,28,1.40171867,3.04,2,2.55,0,0,0,5,5,3,3
4055,26,27,1.395307627,2.55,0,3.04,2,0,0,5,5,3,3
4055,5,6,1.381142017,2.55,0,2.55,0,1,1,6,6,2,2
4055,9,10,1.373534138,2.55,0,2.55,0,1,1,5,5,2,3
4055,7,8,1.373504327,2.55,0,2.55,0,1,1,5,5,3,2
4055,7,15,1.367635815,2.55,0,3.44,1,1,1,5,5,3,2
4055,10,15,1.3603208,2.55,0,3.44,1,1,1,5,5,3,2
4055,3,4,1.345903376,3.04,2,2.55,0,1,1,6,6,2,3
4055,23,24,1.339313023,2.55,0,2.55,0,0,0,5,5,2,2
4055,0,2,1.335578349,2.55,0,3.04,2,1,1,6,6,3,2
4055,2,3,1.314671493,3.04,2,3.04,2,1,1,6,6,2,2
4055,29,30,1.528455635,2.55,0,2.55,0,0,0,0,0,2,1
4055,0,1,1.506007606,2.55,0,2.55,0,1,0,6,5,3,4
4055,10,11,1.487255632,2.55,0,2.55,0,1,0,5,0,3,1
4055,27,29,1.45879259,3.04,2,2.55,0,0,0,5,0,3,2
4055,4,7,1.453810834,2.55,0,2.55,0,1,1,6,5,3,3
4055,26,37,1.210034785,2.55,0,3.44,1,0,0,5,0,3,1
4055,28,36,1.208008541,2.55,0,3.44,1,0,0,5,0,3,1
4056,10,11,1.589711077,2.55,0,2.55,0,0,0,5,5,3,4
4056,1,9,1.584856535,2.55,0,2.55,0,0,0,5,5,4,3
4056,1,21,1.557700771,2.55,0,2.55,0,0,0,5,5,4,3
4056,9,10,1.552995037,2.55,0,2.55,0,0,0,5,5,3,3
4056,11,21,1.551718171,2.55,0,2.55,0,0,0,5,5,4,3
4056,1,13,1.545840338,2.55,0,2.55,0,0,0,5,5,4,3
4056,11,12,1.545481237,2.55,0,2.55,0,0,0,5,5,4,3
4056,9,16,1.535372503,2.55,0,2.55,0,0,0,5,5,3,3
4056,10,14,1.5248638,2.55,0,2.55,0,0,0,5,5,3,3
4056,14,15,1.411827185,2.55,0,3.04,2,0,0,5,5,3,3
4056,57,59,1.410260648,2.55,0,2.55,0,0,0,6,6,3,2
4056,15,16,1.408259835,3.04,2,2.55,0,0,0,5,5,3,3
4056,46,47,1.408238109,2.55,0,2.55,0,1,1,6,6,3,2
4056,46,48,1.40822164,2.55,0,2.55,0,1,1,6,6,3,2
4056,57,58,1.407811566,2.55,0,2.55,0,0,0,6,6,3,2
4056,23,24,1.407503082,2.55,0,2.55,0,1,1,6,6,3,2
4056,0,5,1.407423176,2.55,0,2.55,0,1,1,6,6,3,2
4056,22,23,1.406757998,2.55,0,2.55,0,1,1,6,6,2,3
4056,35,40,1.405876547,2.55,0,2.55,0,1,1,6,6,3,2
4056,35,36,1.405590582,2.55,0,2.55,0,1,1,6,6,3,2
4056,60,61,1.405427666,2.55,0,2.55,0,0,0,6,6,2,3
4056,61,62,1.405042382,2.55,0,2.55,0,0,0,6,6,3,2
4056,17,25,1.403525001,2.55,0,2.55,0,1,1,6,6,3,2
4056,0,2,1.403498272,2.55,0,2.55,0,1,1,6,6,3,2
4056,17,18,1.403045879,2.55,0,2.55,0,1,1,6,6,3,2
4056,36,37,1.399669713,2.55,0,2.55,0,1,1,6,6,2,2
4056,50,51,1.398732567,2.55,0,2.55,0,1,1,6,6,2,2
4056,38,39,1.39854842,2.55,0,2.55,0,1,1,6,6,2,2
4056,2,3,1.398473479,2.55,0,2.55,0,1,1,6,6,2,2
4056,4,6,1.397951731,2.55,0,2.55,0,1,1,6,6,2,2
4056,49,50,1.397836205,2.55,0,2.55,0,1,1,6,6,2,2
4056,48,49,1.397074612,2.55,0,2.55,0,1,1,6,6,2,2
4056,47,51,1.396452074,2.55,0,2.55,0,1,1,6,6,2,2
4056,3,4,1.39634541,2.55,0,2.55,0,1,1,6,6,2,2
4056,37,38,1.396309519,2.55,0,2.55,0,1,1,6,6,2,2
4056,5,6,1.395886849,2.55,0,2.55,0,1,1,6,6,2,2
4056,39,40,1.395007506,2.55,0,2.55,0,1,1,6,6,2,2
4056,58,62,1.39447973,2.55,0,2.55,0,0,0,6,6,2,2
4056,18,22,1.392908602,2.55,0,2.55,0,1,1,6,6,2,2
4056,24,25,1.391513126,2.55,0,2.55,0,1,1,6,6,2,2
4056,59,60,1.39095686,2.55,0,2.55,0,0,0,6,6,2,2
4056,12,13,1.362297064,2.55,0,2.55,0,0,0,5,5,3,3
4056,69,70,1.518407617,2.55,0,2.55,0,0,0,0,0,3,1
4056,11,35,1.514609393,2.55,0,2.55,0,0,1,5,6,4,3
4056,0,1,1.513683654,2.55,0,2.55,0,1,0,6,5,3,4
4056,61,69,1.504516589,2.55,0,2.55,0,0,0,6,0,3,3
4056,12,46,1.48295783,2.55,0,2.55,0,0,1,5,6,3,3
4056,13,57,1.47931886,2.55,0,2.55,0,0,0,5,6,3,3
4056,23,30,1.436704473,2.55,0,2.55,0,1,0,6,0,3,2
4056,15,17,1.427960564,3.04,2,2.55,0,0,1,5,6,3,3
4056,69,74,1.216021295,2.55,0,3.44,1,0,0,0,0,3,1
4056,16,19,1.205183983,2.55,0,3.44,1,0,0,5,0,3,1
4056,14,20,1.203404793,2.55,0,3.44,1,0,0,5,0,3,1
4056,21,75,1.196302493,2.55,0,3.44,1,0,0,5,0,3,1
4056,30,31,1.16138316,2.55,0,3.04,2,0,0,0,0,2,1
4057,0,1,1.588222903,2.55,0,2.55,0,0,0,5,5,4,3
4057,2,3,1.573810274,2.55,0,2.55,0,0,0,5,5,3,3
4057,0,15,1.551660059,2.55,0,2.55,0,0,0,5,5,4,2
4057,1,2,1.548876887,2.55,0,2.55,0,0,0,5,5,3,3
4057,19,24,1.541385086,2.55,0,2.55,0,0,0,6,6,2,3
4057,3,15,1.539713953,2.55,0,2.55,0,0,0,5,5,3,2
4057,21,24,1.539351259,2.55,0,2.55,0,0,0,6,6,2,3
4057,20,21,1.538420181,2.55,0,2.55,0,0,0,6,6,2,2
4057,0,5,1.53627556,2.55,0,2.55,0,0,0,5,5,4,3
4057,0,19,1.530913227,2.55,0,2.55,0,0,0,5,6,4,2
4057,3,4,1.529022578,2.55,0,2.55,0,0,0,5,5,3,3
4057,53,54,1.528524762,2.55,0,2.55,0,0,0,6,6,2,2
4057,46,47,1.525743691,2.55,0,2.55,0,0,0,6,6,2,2
4057,1,8,1.521101639,2.55,0,2.55,0,0,0,5,5,3,3
4057,2,6,1.519017881,2.55,0,2.55,0,0,0,5,5,3,3
4057,5,20,1.503330153,2.55,0,2.55,0,0,0,5,6,3,2
4057,47,50,1.460943977,2.55,0,3.04,2,0,0,6,6,2,3
4057,50,53,1.457957425,3.04,2,2.55,0,0,0,6,6,3,2
4057,43,54,1.455509834,3.04,2,2.55,0,0,0,6,6,3,2
4057,43,46,1.453295022,3.04,2,2.55,0,0,0,6,6,3,2
4057,59,64,1.420401306,2.55,0,2.55,0,0,0,6,6,3,2
4057,59,60,1.419103231,2.55,0,2.55,0,0,0,6,6,3,2
4057,62,63,1.409534595,2.55,0,2.55,0,0,0,6,6,3,2
4057,61,62,1.406738414,2.55,0,2.55,0,0,0,6,6,2,3
4057,7,8,1.398858463,3.04,2,2.55,0,0,0,5,5,3,3
4057,6,7,1.39356583,2.55,0,3.04,2,0,0,5,5,3,3
4057,60,61,1.389898633,2.55,0,2.55,0,0,0,6,6,2,2
4057,63,64,1.387218243,2.55,0,2.55,0,0,0,6,6,2,2
4057,4,5,1.351293574,2.55,0,2.55,0,0,0,5,5,3,3
4057,10,40,1.539152441,2.55,0,2.55,0,0,0,0,0,2,2
4057,9,10,1.53681102,2.55,0,2.55,0,0,0,0,0,2,2
4057,24,29,1.531405449,2.55,0,2.55,0,0,0,6,0,3,1
4057,4,34,1.496611004,2.55,0,2.55,0,0,0,5,0,3,1
4057,40,43,1.459063325,2.55,0,3.04,2,0,0,0,6,2,3
4057,7,9,1.456433596,3.04,2,2.55,0,0,0,5,0,3,2
4057,62,69,1.432387848,2.55,0,2.55,0,0,0,6,0,3,2
4057,50,59,1.389243461,3.04,2,2.55,0,0,0,6,6,3,3
4057,6,14,1.213142607,2.55,0,3.44,1,0,0,5,0,3,1
4057,8,13,1.21100295,2.55,0,3.44,1,0,0,5,0,3,1
4057,69,70,1.162698435,2.55,0,3.04,2,0,0,0,0,2,1
4058,3,4,1.5879503,2.55,0,2.55,0,0,0,5,5,3,4
4058,22,58,1.585257517,2.55,0,2.55,0,0,0,5,5,3,4
4058,19,57,1.574499087,2.55,0,2.55,0,0,0,5,5,3,3
4058,0,1,1.572730963,2.55,0,2.55,0,0,0,5,5,3,3
4058,19,22,1.546743794,2.55,0,2.55,0,0,0,5,5,3,3
4058,0,3,1.545942796,2.55,0,2.55,0,0,0,5,5,3,3
4058,4,5,1.531935587,2.55,0,2.55,0,0,0,5,5,4,2
4058,56,58,1.530234264,2.55,0,2.55,0,0,0,5,5,2,4
4058,3,11,1.526798886,2.55,0,2.55,0,0,0,5,5,3,3
4058,20,22,1.525683552,2.55,0,2.55,0,0,0,5,5,3,3
4058,1,2,1.523993329,2.55,0,2.55,0,0,0,5,5,3,2
4058,0,8,1.523680395,2.55,0,2.55,0,0,0,5,5,3,3
4058,55,57,1.523403507,2.55,0,2.55,0,0,0,5,5,2,3
4058,17,19,1.522679935,2.55,0,2.55,0,0,0,5,5,3,3
4058,4,15,1.433038857,2.55,0,3.44,1,0,0,5,5,4,2
4058,57,59,1.430978648,2.55,0,3.44,1,0,0,5,5,3,2
4058,58,59,1.430398983,2.55,0,3.44,1,0,0,5,5,4,2
4058,1,15,1.427010895,2.55,0,3.44,1,0,0,5,5,3,2
4058,17,18,1.400033964,2.55,0,3.04,2,0,0,5,5,3,3
4058,10,11,1.395887192,3.04,2,2.55,0,0,0,5,5,3,3
4058,8,10,1.395321313,2.55,0,3.04,2,0,0,5,5,3,3
4058,18,20,1.390106531,3.04,2,2.55,0,0,0,5,5,3,3
4058,55,56,1.337920177,2.55,0,2.55,0,0,0,5,5,2,2
4058,2,5,1.337148075,2.55,0,2.55,0,0,0,5,5,2,2
4058,23,24,1.528060866,2.55,0,2.55,0,0,0,0,0,2,2
4058,25,27,1.527790562,2.55,0,2.55,0,0,0,0,0,2,2
4058,46,58,1.517473208,2.55,0,2.55,0,0,0,0,5,2,4
4058,48,51,1.512322222,2.55,0,2.55,0,0,0,0,0,1,3
4058,4,33,1.511134254,2.55,0,2.55,0,0,0,5,0,4,2
4058,37,38,1.508818182,2.55,0,2.55,0,0,0,0,0,3,1
4058,18,23,1.455278649,3.04,2,2.55,0,0,0,5,0,3,2
4058,10,25,1.454451843,3.04,2,2.55,0,0,0,5,0,3,2
4058,33,34,1.43006638,2.55,0,3.44,1,0,0,0,0,2,2
4058,46,50,1.421874514,2.55,0,3.44,1,0,0,0,0,2,2
4058,26,27,1.405952013,3.44,1,2.55,0,0,0,0,0,2,2
4058,24,26,1.405590553,2.55,0,3.44,1,0,0,0,0,2,2
4058,50,51,1.367533721,3.44,1,2.55,0,0,0,0,0,2,3
4058,34,37,1.354289596,3.44,1,2.55,0,0,0,0,0,2,3
4058,20,21,1.212818388,2.55,0,3.44,1,0,0,5,0,3,1
4058,11,14,1.20855777,2.55,0,3.44,1,0,0,5,0,3,1
4058,8,13,1.207860767,2.55,0,3.44,1,0,0,5,0,3,1
4058,16,17,1.206210962,3.44,1,2.55,0,0,0,0,5,1,3
4058,37,42,1.204681034,2.55,0,3.44,1,0,0,0,0,3,1
4058,51,52,1.199647614,2.55,0,3.44,1,0,0,0,0,3,1
4059,7,8,1.549228831,2.55,0,2.55,0,0,0,0,0,4,1
4059,0,1,1.548073062,2.55,0,2.55,0,0,0,0,0,1,4
4059,1,5,1.502998364,2.55,0,3.04,2,0,0,0,0,4,2
4059,6,7,1.50215131,3.04,2,2.55,0,0,0,0,0,2,4
4059,7,12,1.48093519,2.55,0,2.55,0,0,0,0,0,4,2
4059,1,17,1.480841696,2.55,0,2.55,0,0,0,0,0,4,2
4059,1,16,1.479829622,2.55,0,2.55,0,0,0,0,0,4,2
4059,7,13,1.479672815,2.55,0,2.55,0,0,0,0,0,4,2
4059,5,6,1.224501866,3.04,2,3.04,2,0,0,0,0,2,2
4059,16,19,1.157268176,2.55,0,3.04,2,0,0,0,0,2,1
4059,12,14,1.157198568,2.55,0,3.04,2,0,0,0,0,2,1
4059,17,18,1.157182917,2.55,0,3.04,2,0,0,0,0,2,1
4059,13,15,1.157116136,2.55,0,3.04,2,0,0,0,0,2,1
4060,17,19,1.594048894,2.55,0,2.55,0,0,0,5,5,4,4
4060,16,17,1.542247514,2.55,0,2.55,0,0,0,6,5,2,4
4060,15,16,1.531478579,2.55,0,2.55,0,0,0,6,6,2,2
4060,13,19,1.526642174,2.55,0,2.55,0,0,0,5,5,3,4
4060,2,15,1.50794648,2.55,0,2.55,0,0,0,6,6,3,2
4060,17,20,1.46265396,2.55,0,3.04,2,0,0,5,5,4,3
4060,17,18,1.442298449,2.55,0,3.44,1,0,0,5,6,4,2
4060,0,1,1.415517065,2.55,0,2.55,0,0,0,6,6,3,3
4060,13,14,1.408807287,2.55,0,2.55,0,0,0,5,5,3,3
4060,1,2,1.408468497,2.55,0,2.55,0,0,0,6,6,3,3
4060,10,11,1.407355792,2.55,0,2.55,0,0,0,6,6,2,2
4060,7,8,1.404258468,2.55,0,2.55,0,0,0,6,6,2,2
4060,7,14,1.398680869,2.55,0,2.55,0,0,0,6,5,2,3
4060,2,3,1.397668027,2.55,0,2.55,0,0,0,6,6,3,2
4060,4,5,1.397466674,2.55,0,2.55,0,0,0,6,6,3,2
4060,8,10,1.396334545,2.55,0,2.55,0,0,0,6,6,2,2
4060,3,4,1.392554618,2.55,0,2.55,0,0,0,6,6,2,3
4060,14,20,1.389235154,2.55,0,3.04,2,0,0,5,5,3,3
4060,11,13,1.387763101,2.55,0,2.55,0,0,0,6,5,2,3
4060,0,5,1.385960328,2.55,0,2.55,0,0,0,6,6,3,2
4060,1,18,1.350213673,2.55,0,3.44,1,0,0,6,6,3,2
4060,19,25,1.547175111,2.55,0,2.55,0,0,0,5,0,4,1
4060,19,21,1.533367452,2.55,0,2.55,0,0,0,5,0,4,1
4060,29,37,1.528485429,2.55,0,2.55,0,0,0,0,0,2,2
4060,43,51,1.508755213,2.55,0,2.55,0,0,0,0,0,3,1
4060,32,46,1.502930869,2.55,0,2.55,0,0,0,0,0,3,1
4060,4,33,1.470963192,2.55,0,3.04,2,0,0,6,0,3,3
4060,20,29,1.443941555,3.04,2,2.55,0,0,0,5,0,3,2
4060,37,40,1.434140205,2.55,0,3.44,1,0,0,0,0,2,2
4060,0,31,1.380998635,2.55,0,3.44,1,0,0,6,0,3,2
4060,31,32,1.378954041,3.44,1,2.55,0,0,0,0,0,2,3
4060,40,43,1.348673081,3.44,1,2.55,0,0,0,0,0,2,3
4060,33,34,1.22235939,3.04,2,3.44,1,0,0,0,0,3,1
4060,33,35,1.221828276,3.04,2,3.44,1,0,0,0,0,3,1
4060,43,55,1.207509713,2.55,0,3.44,1,0,0,0,0,3,1
4060,32,45,1.19935202,2.55,0,3.44,1,0,0,0,0,3,1
4061,7,18,1.405199164,2.55,0,2.55,0,1,1,6,6,3,2
4061,10,31,1.404914772,2.55,0,2.55,0,1,1,6,6,3,2
4061,21,22,1.404461403,2.55,0,2.55,0,1,1,6,6,3,2
4061,10,32,1.403956866,2.55,0,2.55,0,1,1,6,6,3,2
4061,34,35,1.403571232,2.55,0,2.55,0,1,1,6,6,3,2
4061,7,19,1.403396432,2.55,0,2.55,0,1,1,6,6,3,2
4061,20,21,1.40318942,2.55,0,2.55,0,1,1,6,6,2,3
4061,33,34,1.403108566,2.55,0,2.55,0,1,1,6,6,2,3
4061,19,20,1.397424636,2.55,0,2.55,0,1,1,6,6,2,2
4061,32,33,1.397214567,2.55,0,2.55,0,1,1,6,6,2,2
4061,31,35,1.397105049,2.55,0,2.55,0,1,1,6,6,2,2
4061,18,22,1.396828241,2.55,0,2.55,0,1,1,6,6,2,2
4061,5,6,1.569588461,2.55,0,2.55,0,0,0,7,7,3,3
4061,5,7,1.527664029,2.55,0,2.55,0,0,1,7,6,3,3
4061,6,10,1.526399485,2.55,0,2.55,0,0,1,7,6,3,3
4061,4,5,1.510404255,2.55,0,2.55,0,0,0,7,7,2,3
4061,34,40,1.510077877,2.55,0,2.55,0,1,0,6,0,3,1
4061,21,27,1.5100437,2.55,0,2.55,0,1,0,6,0,3,1
4061,6,9,1.508368786,2.55,0,2.55,0,0,0,7,7,3,2
4061,0,1,1.467449861,2.55,0,2.55,0,0,0,7,7,2,2
4061,2,3,1.458236801,2.55,0,2.55,0,0,0,7,7,2,2
4061,1,2,1.356573555,2.55,0,2.55,0,0,0,7,7,2,2
4061,0,4,1.35240915,2.55,0,2.55,0,0,0,7,7,2,2
4061,3,9,1.346986573,2.55,0,2.55,0,0,0,7,7,2,2
4062,6,15,1.405540896,2.55,0,2.55,0,1,1,6,6,3,2
4062,9,28,1.404524456,2.55,0,2.55,0,1,1,6,6,3,2
4062,16,17,1.404465242,2.55,0,2.55,0,1,1,6,6,2,3
4062,29,30,1.404353539,2.55,0,2.55,0,1,1,6,6,2,3
4062,6,14,1.403374594,2.55,0,2.55,0,1,1,6,6,3,2
