Molecule,Force,Ave_BondLength,Ave_CosbondLength,Ave_MayerBonds,ReactionRingAtoms,BrokenInRatio,BondType,Ave_MullikenCharge1,Ave_MullikenCharge2,MinLength,MaxLength,Elec_reac_max_mean,Elec_reac_min_mean,Nuc_reac_max_mean,Nuc_reac_min_mean
26,4,1.5658412,1.5367,1.05469313,4,0.25,0,-0.240917,0.044769,4.58573661,12.228631,0.00727,0.00313,0.06964,0.045
27,3.4,1.57238842,1.5424,0.98609059,4,0.25,0,-0.336427,0.001947,4.57896164,22.8948082,0.00674,0.00314,0.0433,0.0402
28,4.5,1.55466929,1.5066,1.05228002,4,0.25,0,0.013102,0.035214,9.998558,19.997116,0.0153,0.01529,0.04508,0.03531
29,4.7,1.59443962,1.1803,0.99737312,4,0.25,0,-0.052584,-0.05011,4.57597534,12.2026009,0.01156,0.01113,0.07914,0.06662
30,3.7,1.57634236,1.5763,0.98299398,4,0.25,0,-0.15122,0.182105,18.1379612,21.1609548,0.013,0.00743,0.0403,0.03365
31,3.8,1.44064449,1.2663,0.96181737,4,0.25,3,-0.186529,-0.160293,31.7303681,34.7523079,0.00605,0.00152,0.24554,0.17539
36,3.8,1.88114252,1.72975,0.97373093,0,0,6,-0.333721,0.016921,30.2541353,39.3303759,0.02074,0.00426,0.159955,0.01549
38,4.6,1.58685049,1.3865,1.02207622,9,0.3333333,0,-0.086389,-0.037244,18.149989,30.2499817,0.00979,0.00783,0.00641,0.006
39,4.1,1.59306093,1.4068,1.02869963,9,0.3333333,0,-0.013521,0.05453,25.6942061,37.7855972,0.00691,0.00659,0.01083,0.00644
40,4.2,1.58638138,1.3162,0.99415573,8,0.375,0,-0.04368,0.025182,18.1257201,24.1676268,0.01083,0.01063,0.01534,0.00872
41,4.7,1.58280304,1.482,1.00900466,10,0.4,0,-0.04414,0.223969,19.666202,25.7173411,0.01525,0.01277,0.0201,0.01851
42,4.2,1.5875848,1.4886,0.97203293,8,0.375,0,-0.04082,-0.004624,18.1385569,24.1847425,0.01178,0.01157,0.01113,0.00885
43,4.1,1.59024225,1.4903,0.97377808,8,0.375,0,-0.051335,-0.012383,16.6233877,22.6682559,0.01233,0.01164,0.01047,0.00901
44,4.2,1.58124745,1.3112,1.00590127,8,0.375,0,-0.045482,0.048414,18.1260438,24.1680584,0.01025,0.01016,0.00996,0.00925
45,4,1.58829535,1.4913,0.96649217,8,0.375,0,-0.035488,-0.009974,18.3249556,23.9634035,0.00643,0.00622,0.01349,0.00722
46,4.6,1.61023696,1.3747,0.99493463,8,0.375,0,-0.190297,0.013238,22.6702718,30.2270291,0.00413,0.00181,0.01343,-0.0019
47,4.3,1.58747737,1.4886,0.97476024,8,0.375,0,-0.052403,-0.0146,16.5923693,22.6259582,0.01424,0.0105,0.00836,0.00154
50,3.9,1.52811886,1.5281,0.8791646,3,0.33333333,0,-0.012961,-0.012018,10.703834,12.2329531,0.02279,0.02278,0.09652,0.09542
51,3.7,1.52856416,1.5286,0.88276632,3,0.33333333,0,-0.016957,-0.01572,10.7045396,12.2337595,0.02285,0.02284,0.09561,0.095
52,3.7,1.54254805,1.5425,0.87556992,3,0.33333333,0,-0.091094,-0.090645,10.705576,12.2349441,0.0195,0.01947,0.10698,0.10654
53,3.5,1.54164454,1.5416,0.86870132,3,0.33333333,0,-0.07032,-0.070102,10.7069437,12.236507,0.01796,0.01793,0.11049,0.1099
54,3.5,1.53208063,1.5321,0.89215882,3,0.33333333,0,0.039853,0.04121,13.7664759,18.3553012,0.02104,0.02098,0.08704,0.07933
55,4,1.52686122,1.5269,0.89269564,3,0.33333333,0,-0.028265,-0.027361,7.67446998,9.20936398,0.02296,0.02289,0.09185,0.09163
56,3.6,1.53190585,1.5314,0.84875578,3,0.33333333,0,-0.0589,0.050802,7.67392534,9.20871041,0.01698,0.0091,0.12682,0.05265
58,4.1,1.52836451,1.5284,0.88132094,3,0.33333333,0,-0.033193,-0.032355,7.6729917,9.20759004,0.02229,0.02228,0.10362,0.10341
59,3.8,1.53373741,1.5337,0.8786977,3,0.33333333,0,0.034646,0.036477,13.7662976,18.3550635,0.01635,0.01625,0.09225,0.0884
60,3.4,1.53928301,1.5392,0.84748279,3,0.33333333,0,-0.053057,0.039649,8.97753237,10.4737878,0.01384,0.01368,0.11702,0.09903
61,3.9,1.54116302,1.5411,0.85304798,3,0.33333333,0,-0.054728,0.036503,8.98431513,10.481701,0.01457,0.01407,0.11491,0.10077
62,5.4,1.52349008,1.2276,0.86464233,3,0.33333333,0,-0.03981,-0.036895,19.9241294,21.4567548,0.00281,0.00249,0.01431,0.01395
63,4,1.53424642,1.5342,0.8721383,3,0.33333333,0,-0.045425,-0.020664,19.9246508,21.4573163,0.00727,0.00686,0.00882,0.0058
64,5.3,1.51018709,1.1384,0.92271127,3,0.33333333,0,0.026027,0.04705,10.0169967,11.4479962,0.02161,0.02054,0.11047,0.09059
65,5.8,1.50914169,1.5083,1.00157959,3,0.33333333,0,0.038976,0.06968,10.0054211,11.434767,0.02084,0.01819,0.09732,0.09726
66,6.4,1.47734915,1.4773,1.04284045,3,0.33333333,0,0.097167,0.124363,13.7690768,18.358769,0.00455,0.00245,0.13169,0.12765
67,6.2,1.48380506,1.4837,0.99290442,3,0.33333333,0,0.063441,0.106377,10.7114796,12.241691,0.02229,0.01873,0.16452,0.11877
68,4,1.60900515,1.6089,1.01421627,4,0.25,0,-0.000336,0.076162,10.7135361,19.8965671,0.01194,0.00837,0.06484,0.0444
69,4.3,1.58677417,1.2416,1.03183709,4,0.25,0,0.013005,0.013802,7.66378784,16.8603332,0.00996,0.00993,0.05048,0.05046
70,4.6,1.56113485,1.1909,1.04719037,4,0.25,0,0.273791,0.276086,10.5802115,19.6489642,0.01621,0.01605,0.03392,0.03391
71,3.2,1.59935413,1.5992,1.0287012,4,0.25,0,-0.02786,0.152173,10.7018787,19.8749176,0.01268,0.01061,0.05555,0.04438
72,3.8,1.59734875,1.5973,1.03017341,4,0.25,0,-0.003481,-0.003412,7.67247212,16.8794387,0.01149,0.01148,0.05179,0.05178
73,3,1.57584098,1.5758,1.00410316,4,0.25,0,0.255308,0.255451,10.5513115,19.5952928,0.01747,0.01744,0.03442,0.03438
74,4.6,1.47759308,1.0559,0.8862862,19,0.36842105,1,-0.296283,0.218378,19.5489242,28.5715045,0.03814,0.00574,0.05099,0.02273
75,2.9,1.47984197,1.1685,0.88811067,15,0.26666667,1,-0.299033,0.225361,18.0810702,34.6553846,0.03954,0.00572,0.04383,0.02116
76,2.9,1.47700563,1.1125,0.8935477,15,0.26666667,1,-0.300339,0.222694,19.6301081,36.2401996,0.04154,0.00668,0.02776,0.01933
77,2.1,1.9221468,1.3049,0.94939,15,0.26666667,6,-0.069851,0.057912,21.7300949,37.6654979,0.0996,0.01188,0.15889,0.00355
78,3.5,1.4650301,1.1601,0.92246599,15,0.26666667,1,-0.311833,0.23241,18.1371188,34.7628111,0.01632,0.00584,0.09166,0.02259
79,3.4,1.46845861,1.1718,0.91523263,15,0.26666667,1,-0.30994,0.233088,18.0282026,34.5540551,0.01761,0.00627,0.09685,0.0211
82,4.9,1.46037343,1.1048,0.94897044,15,0.33333333,1,-0.308834,0.227215,21.1852179,34.8042865,0.01926,0.00653,0.09429,0.02173
83,4.2,1.44488045,1.198,0.94286463,10,0.3,1,-0.31261,0.200608,24.2051366,36.3077049,0.02,0.00944,0.15907,0.01616
84,4.8,1.44730324,1.2013,0.95406079,10,0.3,1,-0.306826,0.23141,24.2104902,36.3157354,0.01938,0.007,0.17845,0.01855
85,4.4,1.45312051,1.1927,0.93683714,10,0.3,1,-0.33149,0.23129,21.2164439,33.3401261,0.01725,0.00952,0.16749,0.01652
86,3.9,1.44855052,1.1994,0.93737404,10,0.3,1,-0.312104,0.205483,24.211885,36.3178275,0.01802,0.00781,0.05132,0.00981
87,4.9,1.44595543,1.1971,0.95678551,10,0.3,1,-0.301568,0.247651,24.2106757,36.3160135,0.01692,0.00859,0.04272,0.00903
88,4.1,1.45600475,1.194,0.93004099,10,0.3,1,-0.33172,0.235766,21.2275151,33.3575237,0.01555,0.00794,0.06217,0.00995
90,3.9,1.49697589,1.0899,0.91636459,0,0,2,-0.167747,-0.1253505,10.7232729,10.7232729,0.216695,0.02059,0.40803,0.071415
91,4.9,1.44324008,1.0228,0.90724789,0,0,4,-0.246483,-0.243217,7.66217682,7.66217682,0.03151,0.02891,0.14384,0.13428
92,2.1,2.141217077,1.7109,0.99303505,0,0,5,-0.045082,-0.042799,15.2577363,15.2577363,0.11404,0.11363,0.31506,0.3122
93,3.5,2.08464921,1.5697,1.09306843,0,0,5,-0.081873,-0.053431,16.6317554,16.6317554,0.15243,0.14188,0.50247,0.42533
94,3.5,1.63534321,1.1509,0.90529049,0,0,0,-0.170447,-0.1524,22.9420971,22.9420971,0.01471,0.01432,0.00137,0.0004
95,4.7,1.63183895,1.1469,0.97030048,0,0,0,0.013502,0.015803,22.9403107,22.9403107,0.00054,0.00047,0.00379,0.00347
96,4.1,1.61906813,1.1299,0.98109337,0,0,0,-0.098864,-0.097807,19.6238058,40.7571352,0.0146,0.01459,0.00472,0.00462
98,3.4,1.58997322,1.5898,1.02653097,4,0.25,0,0.06828,0.073811,10.4815376,22.4604378,0.00583,0.00581,0.07091,0.07088
99,3.1,1.55964607,1.5582,1.0506589,4,0.25,0,0.211409,0.240323,10.5528528,22.6132561,0.00454,0.00361,0.03486,0.02714
100,4,1.5595126,1.5574,1.04862122,4,0.25,0,0.211914,0.238115,10.553455,22.6145465,0.00607,0.00458,0.01691,0.01025
101,3.2,1.58912564,1.5891,1.02059895,4,0.25,0,0.017482,0.020675,10.4804775,22.4581662,0.00743,0.00738,0.06847,0.06805
102,5,1.54941172,1.2286,0.8487534,3,0.33333333,0,-0.17063,-0.163524,19.9244885,21.4571414,0.00309,0.00285,0.01022,0.00949
103,3.6,1.5569348,1.5569,0.86062034,3,0.33333333,0,-0.179425,-0.165512,19.9295483,21.4625905,0.00471,0.0043,0.01237,0.01073
105,4.5,1.57348618,1.2604,0.83887652,4,0.25,0,0.224457,0.22822,21.2019883,24.0289201,0.00362,0.00327,0.01363,0.01268
106,3.3,1.5749121,1.5589,0.87173707,4,0.25,0,0.230962,0.243317,21.1967143,24.0229429,0.00209,0.00179,0.01681,0.01591
107,3.7,1.60667992,0.7938,1.00872969,5,0.2,0,-0.0332623,0.07046133,10.7346236,29.1368355,0.00208333,0.00107333,0.01787333,0.01154
110,4.3,1.84380374,1.2105,0.9764217,0,0,6,-0.086524,0.0187535,19.6555591,24.1914574,0.13651,0.021285,0.501655,0.061725
111,4.6,1.84013076,1.2069,1.00348885,0,0,6,-0.1714705,0.109127,14.315266,14.315266,0.145075,0.013105,0.365855,0.03862
112,4,1.70396921,1.0463,0.80086802,0,0,7,-0.398228,1.0249845,45.2758178,48.2942056,0.02837,0.00687,0.04954,0.01078
113,4.7,1.8313552,1.4706,1.03108723,0,0,6,-0.09207,-0.072288,14.3021709,14.3021709,0.02915,0.001755,1.20769,0.089025
115,5.4,1.54000967,1.4788,0.97124343,0,0,0,-0.095474,0.382359,19.8638317,21.3918188,0.03773,0.00671,0.04968,-0.01262
116,5.5,1.53385118,1.4726,0.97108332,0,0,0,-0.088803,0.390155,19.8684678,21.3968115,0.01506,0.00349,0.05181,-0.00308
117,5.8,1.53163702,1.4706,0.9688617,0,0,0,-0.023183,0.398203,19.8684553,21.396798,0.00862,0.00181,0.03879,0.00989
119,3.7,1.7975618,1.38195,0.92059802,0,0,6,-0.102461,0.312254,21.2241319,21.2241319,0.2578,0.05891,-0.018775,-0.02305
120,5,1.48818731,1.3514,1.02607174,15,0.33333333,2,-0.311555,0.147466,21.7309783,43.4619565,0.01232,0.00416,0.06111,0.01116
611,3.9,1.80758964,1.7041,0.80647593,0,0,6,-0.063137,0.803547,11.1018241,11.105114,0.05854,0.04412,0.095465,0.03802
618,4.7,1.83399257,1.1673,1.00276672,0,0,6,-0.11683,-0.088545,28.9547153,35.0504448,0.02683,0.00906,0.82101,0.06983
619,3.6,2.09807923,1.3675,1.10204665,0,0,5,-0.082327,-0.076009,30.4582487,36.5498984,0.09513,0.09295,0.87303,0.86876
622,3.5,2.09053758,1.5229,1.08525703,0,0,5,-0.098152,-0.070269,12.1575946,12.1575946,0.10445,0.10327,0.72991,0.61227
623,4.5,1.57513939,1.5741,1.0318136,5,0.2,0,0.062425,0.063637,9.97480343,15.6746911,0.00649,0.0058,0.02599,0.02426
624,4.6,1.56438178,1.5472,1.02678547,5,0.2,0,0.039896,0.095334,9.9833661,15.6881467,0.00653,0.00387,0.029,0.01676
625,4.7,1.56489582,1.5482,1.02603541,5,0.2,0,0.040152,0.097657,9.97535453,15.6755571,0.00545,0.0029,0.02615,0.01411
627,4.1,1.59472623,1.5915,0.98174285,5,0.2,0,-0.012451,0.001542,13.7894662,22.9824437,0.00106,0.00097,0.01233,0.01168
628,3.3,1.59177242,1.5912,0.97266943,5,0.2,0,0.060096,0.077502,10.1748457,15.9890432,0.00639,0.00429,0.03835,0.02771
630,4.3,1.58251144,1.5822,1.00523459,5,0.2,0,-0.017928,0.016513,16.7512708,22.842642,0.00214,0.00181,0.02068,0.01707
631,4.1,1.58741131,1.5862,0.99403297,5,0.2,0,0.006301,0.016768,16.7582328,22.8521356,0.00274,0.0026,0.01561,0.00983
632,4.2,1.58485396,1.5801,1.01083598,5,0.2,0,0.005361,0.008741,7.67089687,13.8076144,0.00494,0.00385,0.02956,0.02655
701,4.9,1.44154978,1.0807,0.95091949,19,0.36842105,1,-0.288364,0.220309,19.7018492,28.7950104,0.03955,0.00469,0.02363,0.0052
702,3.1,1.47098275,1.1142,0.91186037,15,0.26666667,1,-0.307874,0.222138,16.6120222,33.2240444,0.03576,0.00583,0.06163,0.0197
703,5,1.4419264,1.0906,0.95305562,19,0.36842105,1,-0.287525,0.219003,29.2878004,38.5365795,0.0392,0.00451,0.01937,0.0014
704,5.1,1.44313658,1.0875,0.9522745,19,0.36842105,1,-0.287993,0.227211,29.1422403,38.345053,0.04104,0.00496,0.02323,0.00771
705,5,1.4415987,1.0924,0.95377093,19,0.36842105,1,-0.28736,0.217396,29.3038608,38.5577115,0.04039,0.0048,0.02419,0.00665
706,2.9,1.44147337,1.0831,0.9451682,15,0.26666667,1,-0.303698,0.221079,22.8682437,38.5901613,0.03732,0.00516,0.02567,0.00601
707,2.8,1.47606744,1.1011,0.90061646,15,0.26666667,1,-0.311479,0.222797,18.453134,35.3685068,0.03578,0.00624,0.02188,0.01809
708,2.7,1.47625802,1.1956,0.89623772,15,0.26666667,1,-0.298807,0.234177,18.4819613,35.4237591,0.03387,0.00489,0.06422,0.02245
710,4.3,1.5763462,1.3669,1.01504842,9,0.33333333,0,-0.021837,0.219311,21.4455081,33.7000841,0.00626,0.00496,0.00866,0.00784
711,4.3,1.58313269,1.3725,1.0314397,9,0.33333333,0,-0.040893,0.061747,21.4451864,33.6995786,0.00553,0.00348,0.02305,0.00404
713,4.2,1.57806336,1.3772,1.01503135,9,0.33333333,0,-0.018912,0.216112,16.8504088,29.1052515,0.0098,0.00877,0.02102,0.00778
714,4.2,1.58247566,1.3743,1.02778959,9,0.33333333,0,-0.030762,0.053979,16.849878,29.1043348,0.00847,0.00676,0.02554,0.00656
716,5.1,1.45578983,1.2788,0.93919992,9,0.33333333,2,-0.288506,0.139144,20.0233939,28.6048484,0.00499,0.00388,0.33631,0.04342
719,3.2,1.57197192,1.572,1.09021588,4,0.25,0,-0.042275,-0.04201,4.56760119,10.6577361,0.00969,0.00969,0.10285,0.10279
720,4.5,1.5565884,1.547,1.1360553,4,0.25,0,0.050215,0.123784,9.98677448,15.6935028,0.0111,0.00975,0.06071,0.05551
721,5.4,1.57882506,1.2455,1.03938976,4,0.25,0,-0.309973,0.184292,9.99658158,15.7089139,0.01113,0.01113,0.04947,0.04667
722,3.9,1.58944127,1.5881,0.99786071,4,0.25,0,-0.255802,-0.210709,9.99206883,12.8469456,0.0103,0.01014,0.03802,0.03585
725,4.4,1.56686433,1.5443,1.04871379,4,0.25,0,-0.06969,-0.053814,19.5454799,22.5524768,0.00085,0.00055,0.00071,0.00031
726,5.9,1.57466832,1.4534,1.02451128,9,0.44444444,0,-0.058494,-0.022232,12.3108009,18.4662014,0.006,0.00361,0.04167,0.02842
727,4.9,1.58020131,1.3651,0.99585751,8,0.375,0,-0.224114,-0.042356,10.7194207,16.8448039,0.0045,0.00368,0.02329,0.01943
728,4.9,1.4376898,0.0914,0.94515085,4,0.25,3,-0.170945,-0.161106,13.7100956,21.3268154,0.00763,0.00611,0.37719,0.04938
734,4.3,1.57445254,1.3708,1.03268262,9,0.33333333,0,-0.020667,0.234279,30.5890762,45.1553029,0.007,0.00555,0.00297,0.00245
735,5.7,1.47112323,1.1245,0.91940399,19,0.42105263,1,-0.30178,0.222002,39.8874012,56.7628401,0.02576,0.00391,0.0096,-0.00152
736,4.5,1.55523626,1.5415,1.06155375,4,0.25,0,-0.156773,0.217104,13.7348948,16.7870937,0.03062,0.02292,0.09227,0.04551
737,5.6,1.53217509,1.1717,1.05962284,4,0.25,0,-0.14484,0.204387,13.7108408,16.7576943,0.02781,0.01732,0.09082,0.03827
738,4.1,1.5572103,1.5571,1.02419076,4,0.25,0,-0.183076,0.140344,7.66894507,10.7365231,0.01097,0.00961,0.12662,0.05108
739,4.8,1.54817151,1.2378,1.03372355,4,0.25,0,-0.161014,0.147752,7.66022033,10.7243085,0.00837,0.00777,0.12403,0.05
742,5.2,1.4185494,0.9964,0.97313871,17,0.35294118,1,-0.346163,0.207866,24.5075051,36.7612576,0.00514,-0.00006,0.00934,0.00677
743,4.8,1.42398174,1.0041,0.97443395,17,0.35294118,1,-0.282693,0.205997,18.249082,30.4151367,0.02388,0.00245,0.01498,0.00797
744,5.1,1.43057,1.0999,0.98740952,19,0.42105263,1,-0.295718,0.218564,38.2245559,47.3984493,0.00348,0.00198,0.0236,0.01764
745,4.4,1.46125279,1.1954,0.93432587,10,0.3,1,-0.333363,0.225195,21.2183979,33.3431967,0.01092,0.00656,0.13152,0.01073
746,4.2,1.45859818,1.2121,0.941976,10,0.3,1,-0.330259,0.254001,18.1866174,31.8265804,0.01138,0.00743,0.10785,0.00917
747,4.2,1.46482438,1.1986,0.92805574,10,0.3,1,-0.333948,0.226172,21.2193825,33.344744,0.00994,0.00566,0.12431,0.01307
752,5.3,1.42951014,1.0673,0.9804798,19,0.42105263,1,-0.303955,0.23479,30.6645505,44.4635982,0.00396,0.00184,0.02574,0.01704
755,5.2,1.46939776,1.0738,0.90924912,19,0.42105263,1,-0.316584,0.247331,22.940317,32.1164438,0.0234,0.00382,0.05981,0.01745
756,2.3,1.94012479,1.5323,0.91767071,15,0.26666667,6,-0.024342,0.029065,19.6520172,36.2806472,0.08806,0.01054,0.22779,0.00471
757,4.9,1.48572053,1.1797,0.88096209,23,0.34782609,1,-0.314142,0.224772,21.4513458,33.7092576,0.02496,0.00527,0.06895,0.02006
760,3.6,1.45611869,1.0318,0.94579802,10,0.3,1,-0.333631,0.242244,24.243482,36.365223,0.00669,0.00484,0.12168,0.01218
762,4.6,1.44584145,1.1996,0.9401948,10,0.3,1,-0.312981,0.200148,15.5531793,26.8645824,0.01995,0.00833,0.1526,0.01544
763,3.3,1.43725875,1.1338,0.95706497,15,0.26666667,1,-0.303095,0.228405,30.7033998,56.8012897,0.01465,0.00095,0.02105,0.00657
764,4.3,1.45509596,1.1894,0.93217404,10,0.3,1,-0.334006,0.230144,25.7783554,37.9093462,0.01766,0.00826,0.16892,0.01519
766,3.2,1.49094545,1.1245,0.89012602,15,0.26666667,1,-0.309301,0.235618,18.0682922,34.6308934,0.04128,0.00642,0.04012,0.01994
771,3.6,1.47032915,1.0576,0.91955708,19,0.2631579,1,-0.320262,0.258302,19.6321687,39.2643374,0.02452,0.00537,0.10603,0.01855
773,3,1.4393085,1.1243,0.95984434,15,0.26666667,1,-0.296888,0.250002,18.1260106,34.7415204,0.03392,0.00506,0.02488,0.01127
774,2.8,1.45866701,1.0802,0.89686598,15,0.26666667,1,-0.268141,0.104216,18.1230258,34.7357994,0.03805,0.00329,0.03621,0.02738
775,3.8,1.45922145,1.1749,0.93160174,15,0.26666667,1,-0.297425,0.214017,18.1325142,40.798157,0.02692,0.00767,0.08151,0.01902
776,4.3,1.46214042,1.0601,0.93932762,19,0.2631579,1,-0.313642,0.219568,19.6915691,45.4420826,0.02942,0.00846,0.11219,0.01643
777,3.4,1.43631929,0.9816,0.93842039,19,0.2631579,1,-0.266128,0.077536,19.6517665,45.3502303,0.02958,0.0068,0.07194,0.01736
778,3.9,1.46126224,1.0667,0.94444778,19,0.2631579,1,-0.304427,0.212665,19.6816639,45.4192243,0.03244,0.00894,0.10476,0.01645
779,3.5,1.47901945,1.0579,0.87224324,24,0.20833333,1,-0.305812,0.118443,19.6800956,45.4156052,0.03278,0.00968,0.17295,0.01932
780,3.2,1.4719741,1.1534,0.90575556,15,0.26666667,1,-0.305548,0.227058,18.0937484,34.6796845,0.02068,0.00658,0.06198,0.02172
782,3,1.47903584,1.1843,0.89249995,15,0.26666667,1,-0.30341,0.230311,18.0959931,34.6839867,0.02651,0.00691,0.05177,0.02173
783,3.4,1.45892969,1.2059,0.92875655,24,0.33333333,1,-0.31613,0.253432,27.2000718,66.4890645,0.01018,0.00332,0.05672,0.01209
784,3.5,1.45747076,1.2029,0.93277303,24,0.33333333,1,-0.316064,0.252851,27.1869429,57.3946573,0.01069,0.00359,0.04557,0.01116
785,3.2,1.47400931,1.1716,0.90258318,15,0.26666667,1,-0.303034,0.22977,18.1108835,34.7125266,0.02777,0.00594,0.06771,0.02204
786,3.6,1.47208301,1.1833,0.92732012,11,0.27272727,1,-0.29354,0.2534,22.6640931,42.3063071,0.04469,0.01054,0.02376,0.01747
787,2.9,1.46887704,1.1838,0.93140109,11,0.27272727,1,-0.286205,0.252721,24.159783,45.2995931,0.04899,0.01105,0.02228,0.01859
788,3.9,1.45982851,1.1534,0.93070361,15,0.26666667,1,-0.298249,0.208278,18.149006,40.8352634,0.02603,0.00753,0.10186,0.01984
790,4.6,1.47742034,1.0602,0.88804234,19,0.36842105,1,-0.297344,0.223438,24.2600218,33.35753,0.03863,0.00572,0.0514,0.02228
791,4.1,1.46040224,1.0701,0.94137896,19,0.31578947,1,-0.315165,0.217268,21.2009187,43.9161888,0.02785,0.00868,0.11117,0.01624
792,4.7,1.46145145,1.0719,0.94048799,19,0.36842105,1,-0.31397,0.217637,22.7109789,45.4219579,0.02661,0.00829,0.10447,0.0156
793,3.1,1.47308985,1.1768,0.9029609,15,0.26666667,1,-0.303764,0.232953,36.2217801,52.8234294,0.0152,0.00276,0.01141,0.0078
794,6.2,1.45959222,1.1363,0.94552616,19,0.42105263,1,-0.311492,0.219934,27.5837517,33.7134743,0.01643,0.00517,0.05118,0.01908
795,4.7,1.43902121,1.0699,0.9496461,19,0.36842105,1,-0.288953,0.217162,25.982317,35.1525466,0.03952,0.00464,0.02475,0.006
799,5.5,1.44144862,1.1962,0.94211419,10,0.3,1,-0.318824,0.189418,21.1825369,39.3389971,0.02046,0.00939,0.14694,0.01794
800,4.6,1.44187478,1.1963,0.94183123,10,0.3,1,-0.313334,0.182387,22.694186,37.8236434,0.02143,0.00897,0.15601,0.01682
801,3.4,1.44171661,1.1236,0.94627799,15,0.26666667,1,-0.291179,0.213598,25.6277305,46.7329203,0.03925,0.0047,0.02041,0.00098
802,3.5,1.42944614,1.1294,0.97797647,15,0.26666667,1,-0.29617,0.220726,18.065766,34.6260515,0.01689,0.00622,0.01746,0.0127
803,3.9,1.41833558,1.1519,1.00871325,15,0.26666667,1,-0.281296,0.206027,39.8102231,67.3711467,0.0271,0.00708,0.02197,0.01334
804,3.1,1.44100833,1.1536,0.95925236,15,0.26666667,1,-0.305833,0.263857,30.6396986,47.4915328,0.03524,0.00503,0.02164,0.01593
805,3.6,1.43301052,1.1486,0.97866457,15,0.26666667,1,-0.317766,0.25774,30.650543,47.5083417,0.01485,0.0051,0.02403,0.01989
806,3.6,1.43966059,1.1120792,0.96279278,15,0.26666667,1,-0.311086,0.27243,55.9583061,78.6441059,0.00689,0.00203,0.02503,0.01555
807,4.5,1.4422452,1.083,0.94655244,19,0.36842105,1,-0.286616,0.221455,33.9037287,52.3966716,0.0396,0.00465,0.02207,0.00356
808,4.6,1.45295419,1.1834,0.93992398,14,0.35714286,1,-0.326959,0.221923,22.7208589,31.8092025,0.01708,0.0092,0.18522,0.01686
809,5.1,1.45207696,1.1851,0.94379729,14,0.42857143,1,-0.32573,0.224714,24.1899795,33.2612218,0.01642,0.00938,0.17917,0.01692
811,3.7,1.88407302,1.2566,0.95221096,19,0.36842105,6,-0.048257,0.056703,19.6166535,28.6704936,0.04962,0.00766,0.39525,0.01486
812,3.6,1.43907627,1.0748,0.94046115,15,0.26666667,1,-0.304251,0.223895,19.5950512,36.1754791,0.04837,0.00749,0.00639,-0.00912
813,4.7,1.46077032,1.0893,0.94826255,15,0.33333333,1,-0.311122,0.220098,30.2299191,49.8793665,0.0136,0.00421,0.02352,0.01399
814,5.1,1.44115101,1.1177,0.99542379,15,0.33333333,1,-0.30888,0.252271,28.7191046,52.9036137,0.01196,0.0032,0.01832,0.01443
815,4.7,1.45862852,1.139,0.94973149,15,0.33333333,1,-0.3085,0.225873,28.716108,49.8753455,0.0133,0.00404,0.01907,0.01436
816,4.8,1.43324746,1.1115,0.98571651,15,0.33333333,1,-0.304721,0.250938,27.1996088,51.3770388,0.01501,0.0045,0.01795,0.01267
817,4.4,1.4320401,1.1202,0.9879842,15,0.33333333,1,-0.304817,0.248903,25.6897206,52.8906012,0.01494,0.0045,0.0169,0.01419
818,4.7,1.47969448,1.0975,0.89450418,19,0.36842105,1,-0.301855,0.2244,27.4843216,39.6995756,0.01274,0.00372,0.01639,0.01437
819,3.4,1.4432692,1.1308,0.94100971,15,0.26666667,1,-0.289823,0.221358,33.1609489,49.7414233,0.03932,0.00459,0.02305,0.00453
820,3.4,1.46994822,1.166,0.90771881,15,0.26666667,1,-0.287341,0.201165,18.1622189,34.8109195,0.04273,0.00799,0.04513,0.02192
821,2.5,1.48291517,1.1794,0.88645294,15,0.26666667,1,-0.299581,0.209765,27.1283286,43.7067516,0.03773,0.00563,0.02617,0.01763
822,3.7,1.42503165,1.1247,0.9843828,15,0.26666667,1,-0.309973,0.201204,42.3571751,65.0485189,-0.00025,-0.00242,0.01836,0.00902
823,3.7,1.44531037,1.1354,0.93293146,15,0.26666667,1,-0.294112,0.224345,24.1033008,43.6872327,0.03024,0.00324,0.01908,0.00307
1005,2.7,1.48252829,1.1352,0.89015254,15,0.26666667,1,-0.299899,0.211652,28.6075491,49.6867958,0.03768,0.00559,0.01433,0.00375
1006,4.7,1.43640069,1.0609,0.95974942,19,0.36842105,1,-0.293054,0.218942,27.1074336,51.2029301,0.01513,0.00368,0.01496,0.00067
1007,3,1.47337335,1.1258,0.91220878,15,0.26666667,1,-0.303626,0.233565,18.1034203,34.6982222,0.02639,0.00673,0.05487,0.01997
1009,5,1.44165409,1.0868,0.94977753,19,0.36842105,1,-0.286605,0.218825,27.5623469,36.7497959,0.02725,0.00308,0.02343,0.0042
1012,4.2,1.45747518,1.1332,0.94516032,10,0.3,1,-0.31924,0.244806,19.6896633,31.8063791,0.02069,0.00609,0.16332,0.01541
1014,3.5,1.46468871,1.1426,0.93560836,15,0.26666667,1,-0.311802,0.237205,18.1272755,34.7439447,0.01113,0.00204,0.03639,0.01317
1015,5.5,1.4523835,1.0718,0.96502912,15,0.33333333,1,-0.299588,0.189997,30.2259806,49.8728681,0.01338,0.0046,0.01657,0.01128
