Molecule,Atom 1,Atom 2,Bond Length,Standardised Bond Length,Cos Part Angles,Cos(Length),InRing_B,Mayer,Elecneg_1,Ele_1,Elecneg_2,Ele_2,InConj_1,InConj_2,InRing_1,InRing_2,Bond Type,MullikenCharge1,MullikenCharge2,Neighbour1,Neighbour2,MaxRing,Ratio,IsBroken,,,,
1,2,4,1.563574854,1.023281972,0.974307135,1.523402136,4,1.04059988,2.55,0,2.55,0,0,0,4,4,0,-0.064145,-0.077219,3,3,4,0.25,1,,,,
1,20,21,1.521542959,0.995774188,0.666628911,1.014304526,0,1.07426637,2.55,0,2.55,0,0,0,0,0,0,0.222945,0.192931,2,2,0,0,0,,,,
1,17,16,1.516091922,0.992206756,0.647441196,0.981580368,0,1.0455706,2.55,0,2.55,0,0,0,0,0,0,0.211758,0.213321,2,2,0,0,0,,,,
1,4,11,1.512668201,0.9899661,0.7304203,1.104883562,0,0.93687101,2.55,0,2.55,0,0,0,4,0,0,-0.077219,0.202643,3,3,0,0,0,,,,
1,0,2,1.510638742,0.98863792,0.735247189,1.110692888,0,0.95291791,2.55,0,2.55,0,0,0,0,4,0,0.211492,-0.064145,3,3,0,0,0,,,,
1,35,36,1.509123966,0.987646575,0.844821969,1.27494108,0,1.04416683,2.55,0,2.55,0,0,0,0,0,0,0.119778,0.050022,3,1,0,0,0,,,,
1,31,30,1.508871486,0.987481339,0.844695779,1.274537376,0,1.04430422,2.55,0,2.55,0,0,0,0,0,0,0.050978,0.118058,1,3,0,0,0,,,,
1,15,20,1.432483693,1.018112078,0.819279857,1.173605036,0,0.90748416,3.44,1,2.55,0,0,0,0,0,1,-0.297731,0.222945,2,2,0,0,0,,,,
1,16,1,1.431766561,1.017602388,0.680804402,0.974752977,0,0.89998347,2.55,0,3.44,1,0,0,0,0,1,0.213321,-0.311833,2,2,0,0,0,,,,
1,21,27,1.430757324,1.016885092,0.678306548,0.970492061,0,0.91308906,2.55,0,3.44,1,0,0,0,0,1,0.192931,-0.328512,2,2,0,0,0,,,,
1,24,17,1.429676621,1.016117002,0.678454994,0.969971244,0,0.91083394,3.44,1,2.55,0,0,0,0,0,1,-0.327807,0.211758,2,2,0,0,0,,,,
1,30,24,1.353279848,0.961819366,0.6865098,0.929039878,0,1.12797007,2.55,0,3.44,1,0,0,0,0,1,0.118058,-0.327807,3,2,0,0,0,,,,
1,27,35,1.352507326,0.96127031,0.686182469,0.928066816,0,1.12886633,3.44,1,2.55,0,0,0,0,0,1,-0.328512,0.119778,2,3,0,0,0,,,,
1,11,15,1.346103592,0.956718971,0.693248782,0.933184675,0,1.18876175,2.55,0,3.44,1,0,0,0,0,1,0.202643,-0.297731,3,2,0,0,0,,,,
1,1,0,1.345926609,0.956593183,0.688646344,0.926867438,0,1.18236971,3.44,1,2.55,0,0,0,0,0,1,-0.311833,0.211492,2,3,0,0,0,,,,
2,2,4,1.566851256,1.025426214,0.837138021,1.311670759,4,1.00505578,2.55,0,2.55,0,0,0,4,4,0,-0.075748,-0.07726,3,3,4,0.25,1,,,,
2,17,16,1.516331788,0.992363736,0.648230585,0.982932642,0,1.0451141,2.55,0,2.55,0,0,0,0,0,0,0.210292,0.214366,2,2,0,0,0,,,,
2,20,21,1.516180073,0.992264446,0.648069661,0.982590306,0,1.04482062,2.55,0,2.55,0,0,0,0,0,0,0.214784,0.210321,2,2,0,0,0,,,,
2,4,11,1.510131251,0.988305792,0.917205473,1.385100648,0,0.96982075,2.55,0,2.55,0,0,0,4,0,0,-0.07726,0.206172,3,3,0,0,0,,,,
2,0,2,1.510129799,0.988304842,0.911003571,1.375733639,0,0.96943505,2.55,0,2.55,0,0,0,0,4,0,0.205541,-0.075748,3,3,0,0,0,,,,
2,35,36,1.508580056,0.987290613,0.844678359,1.274264926,0,1.04426613,2.55,0,2.55,0,0,0,0,0,0,0.118884,0.050081,3,1,0,0,0,,,,
2,31,30,1.508579229,0.987290072,0.844584441,1.274122545,0,1.04415496,2.55,0,2.55,0,0,0,0,0,0,0.049999,0.118871,1,3,0,0,0,,,,
2,16,1,1.430551267,1.01673864,0.681197301,0.974487662,0,0.90044555,2.55,0,3.44,1,0,0,0,0,1,0.214366,-0.327503,2,2,0,0,0,,,,
2,15,20,1.430444732,1.016662923,0.68098075,0.974105327,0,0.90024025,3.44,1,2.55,0,0,0,0,0,1,-0.327614,0.214784,2,2,0,0,0,,,,
2,24,17,1.429078403,1.015691829,0.679518642,0.971085415,0,0.91250035,3.44,1,2.55,0,0,0,0,0,1,-0.327512,0.210292,2,2,0,0,0,,,,
2,21,27,1.428859186,1.015536024,0.679379092,0.970737057,0,0.9126215,2.55,0,3.44,1,0,0,0,0,1,0.210321,-0.327471,2,2,0,0,0,,,,
2,30,24,1.35394593,0.962292772,0.68630097,0.929214405,0,1.1266737,2.55,0,3.44,1,0,0,0,0,1,0.118871,-0.327512,3,2,0,0,0,,,,
2,27,35,1.353920364,0.962274601,0.686191278,0.929048345,0,1.12668419,3.44,1,2.55,0,0,0,0,0,1,-0.327471,0.118884,2,3,0,0,0,,,,
2,1,0,1.352520249,0.961279494,0.690003008,0.93324304,0,1.16034954,3.44,1,2.55,0,0,0,0,0,1,-0.327503,0.205541,2,3,0,0,0,,,,
2,11,15,1.352456745,0.961234361,0.68976477,0.932877016,0,1.1600152,2.55,0,3.44,1,0,0,0,0,1,0.206172,-0.327614,3,2,0,0,0,,,,
3,2,4,1.581420806,1.034961261,0.979825306,1.549516125,4,1.0148796,2.55,0,2.55,0,0,0,4,4,0,-0.376695,-0.005578,4,3,4,0.25,1,,,,
3,0,2,1.534751548,1.004418552,0.733530482,1.125787043,0,0.85522737,2.55,0,2.55,0,0,0,0,4,0,0.265088,-0.376695,3,4,0,0,0,,,,
3,20,21,1.521401978,0.995681923,0.664837969,1.011485801,0,1.07484272,2.55,0,2.55,0,0,0,0,0,0,0.221312,0.192811,2,2,0,0,0,,,,
3,17,16,1.516027306,0.992164467,0.646048082,0.979426534,0,1.04655467,2.55,0,2.55,0,0,0,0,0,0,0.210241,0.211368,2,2,0,0,0,,,,
3,4,11,1.514926022,0.991443732,0.724484494,1.097540412,0,0.93185244,2.55,0,2.55,0,0,0,4,0,0,-0.005578,0.212996,3,3,0,0,0,,,,
3,35,36,1.508508719,0.987243926,0.844644195,1.274153133,0,1.04522239,2.55,0,2.55,0,0,0,0,0,0,0.12001,0.050446,3,1,0,0,0,,,,
3,31,30,1.508247725,0.987073118,0.844389267,1.27354819,0,1.04529736,2.55,0,2.55,0,0,0,0,0,0,0.051111,0.11873,1,3,0,0,0,,,,
3,16,1,1.43651172,1.020974925,0.682244974,0.9800529,0,0.88421549,2.55,0,3.44,1,0,0,0,0,1,0.211368,-0.302351,2,2,0,0,0,,,,
3,15,20,1.435389115,1.020177054,0.815418592,1.170442972,0,0.89686853,3.44,1,2.55,0,0,0,0,0,1,-0.291883,0.221312,2,2,0,0,0,,,,
3,21,27,1.429129904,1.015728432,0.677388464,0.96807611,0,0.91763646,2.55,0,3.44,1,0,0,0,0,1,0.192811,-0.328792,2,2,0,0,0,,,,
3,24,17,1.428320444,1.015153123,0.676485755,0.966238434,0,0.91428015,3.44,1,2.55,0,0,0,0,0,1,-0.329139,0.210241,2,2,0,0,0,,,,
3,30,24,1.355115765,0.963124211,0.686103538,0.929749721,0,1.12106924,2.55,0,3.44,1,0,0,0,0,1,0.11873,-0.329139,3,2,0,0,0,,,,
3,27,35,1.354193089,0.962468435,0.685898785,0.928839394,0,1.12301587,3.44,1,2.55,0,0,0,0,0,1,-0.328792,0.12001,2,3,0,0,0,,,,
3,11,15,1.341175165,0.95321618,0.692007428,0.928103177,0,1.20950422,2.55,0,3.44,1,0,0,0,0,1,0.212996,-0.291883,3,2,0,0,0,,,,
3,1,0,1.336122362,0.94962499,0.683028466,0.912609607,0,1.21771595,3.44,1,2.55,0,0,0,0,0,1,-0.302351,0.265088,2,3,0,0,0,,,,
4,2,4,1.591504333,1.041560428,0.825432417,1.313679269,4,1.0075528,2.55,0,2.55,0,0,0,4,4,0,-0.014528,-0.40036,3,4,4,0.25,1,,,,
4,4,11,1.53030176,1.001506388,0.928680865,1.421161963,0,0.88710147,2.55,0,2.55,0,0,0,4,0,0,-0.40036,0.268504,4,3,0,0,0,,,,
4,16,15,1.516987465,0.992792844,0.646253688,0.980358744,0,1.05200736,2.55,0,2.55,0,0,0,0,0,0,0.204706,0.210914,2,2,0,0,0,,,,
4,19,20,1.516020219,0.992159829,0.646844914,0.980629969,0,1.04441314,2.55,0,2.55,0,0,0,0,0,0,0.214091,0.209662,2,2,0,0,0,,,,
4,0,2,1.514527447,0.991182884,0.837419056,1.268294144,0,0.94759685,2.55,0,2.55,0,0,0,0,4,0,0.204031,-0.014528,3,3,0,0,0,,,,
4,30,29,1.508890525,0.987493799,0.844453837,1.274188393,0,1.04354909,2.55,0,2.55,0,0,0,0,0,0,0.049812,0.119879,1,3,0,0,0,,,,
4,34,35,1.507856802,0.986817279,0.844447658,1.273306145,0,1.0463005,2.55,0,2.55,0,0,0,0,0,0,0.118441,0.051842,3,1,0,0,0,,,,
4,14,19,1.435723394,1.020414637,0.681310097,0.978172845,0,0.88472621,3.44,1,2.55,0,0,0,0,0,1,-0.325008,0.214091,2,2,0,0,0,,,,
4,15,1,1.433793751,1.019043178,0.691315606,0.991203996,0,0.88676488,2.55,0,3.44,1,0,0,0,0,1,0.210914,-0.315565,2,2,0,0,0,,,,
4,23,16,1.429652602,1.016099931,0.678313492,0.969752648,0,0.909715,3.44,1,2.55,0,0,0,0,0,1,-0.329719,0.204706,2,2,0,0,0,,,,
4,20,26,1.427604457,1.014644248,0.676259146,0.965430571,0,0.91709194,2.55,0,3.44,1,0,0,0,0,1,0.209662,-0.328109,2,2,0,0,0,,,,
4,26,34,1.355615334,0.963479271,0.685779457,0.929653147,0,1.11981289,3.44,1,2.55,0,0,0,0,0,1,-0.328109,0.118441,2,3,0,0,0,,,,
4,29,23,1.353712066,0.962126558,0.686366258,0.929142286,0,1.1259867,2.55,0,3.44,1,0,0,0,0,1,0.119879,-0.329719,3,2,0,0,0,,,,
4,11,14,1.344898411,0.95586241,0.681499685,0.916547843,0,1.17779775,2.55,0,3.44,1,0,0,0,0,1,0.268504,-0.325008,3,2,0,0,0,,,,
4,1,0,1.342461269,0.954130255,0.694151987,0.931872158,0,1.1781929,3.44,1,2.55,0,0,0,0,0,1,-0.315565,0.204031,2,3,0,0,0,,,,
5,2,4,1.598286339,1.045998913,0.973101799,1.555295313,4,0.99053464,2.55,0,2.55,0,0,0,4,4,0,-0.307216,-0.35916,4,4,4,0.25,1,,,,
5,4,10,1.540600998,1.008246726,0.728586736,1.122461453,0,0.84391378,2.55,0,2.55,0,0,0,4,0,0,-0.35916,0.274961,4,3,0,0,0,,,,
5,0,2,1.53638327,1.005486434,0.717336826,1.102104299,0,0.84693608,2.55,0,2.55,0,0,0,0,4,0,0.269874,-0.307216,3,4,0,0,0,,,,
5,18,19,1.521303929,0.995617754,0.664177858,1.010416384,0,1.07338253,2.55,0,2.55,0,0,0,0,0,0,0.222605,0.189243,2,2,0,0,0,,,,
5,15,14,1.515987741,0.992138574,0.64525914,0.978204946,0,1.04609298,2.55,0,2.55,0,0,0,0,0,0,0.209624,0.210753,2,2,0,0,0,,,,
5,33,34,1.507980335,0.986898125,0.844424793,1.273375982,0,1.04570207,2.55,0,2.55,0,0,0,0,0,0,0.120476,0.050153,3,1,0,0,0,,,,
5,29,28,1.507735134,0.986737653,0.844115041,1.272701905,0,1.04597036,2.55,0,2.55,0,0,0,0,0,0,0.051102,0.119215,1,3,0,0,0,,,,
5,14,1,1.438561342,1.022431657,0.683850184,0.983760438,0,0.87856024,2.55,0,3.44,1,0,0,0,0,1,0.210753,-0.304309,2,2,0,0,0,,,,
5,13,18,1.437919167,1.021975243,0.822469131,1.182644129,0,0.88317009,3.44,1,2.55,0,0,0,0,0,1,-0.271043,0.222605,2,2,0,0,0,,,,
5,19,25,1.42811774,1.015009055,0.675807913,0.965133269,0,0.9205453,2.55,0,3.44,1,0,0,0,0,1,0.189243,-0.329635,2,2,0,0,0,,,,
5,22,15,1.427019066,1.014228192,0.675754446,0.964314478,0,0.91694849,3.44,1,2.55,0,0,0,0,0,1,-0.329921,0.209624,2,2,0,0,0,,,,
5,28,22,1.356566148,0.964155045,0.685339543,0.929708424,0,1.11632236,2.55,0,3.44,1,0,0,0,0,1,0.119215,-0.329921,3,2,0,0,0,,,,
5,25,33,1.355469403,0.963375553,0.685605655,0.929317489,0,1.11796737,3.44,1,2.55,0,0,0,0,0,1,-0.329635,0.120476,2,3,0,0,0,,,,
5,1,0,1.333504552,0.947764429,0.67937869,0.905954576,0,1.22089165,3.44,1,2.55,0,0,0,0,0,1,-0.304309,0.269874,2,3,0,0,0,,,,
5,10,13,1.328949705,0.944527153,0.692847401,0.920759349,0,1.26673614,2.55,0,3.44,1,0,0,0,0,1,0.274961,-0.271043,3,2,0,0,0,,,,
6,2,4,1.629875999,1.066672774,0.804657177,1.311491421,4,0.98813831,2.55,0,2.55,0,0,0,4,4,0,-0.337541,-0.335343,4,4,4,0.25,1,,,,
6,0,2,1.538614888,1.006946916,0.831137514,1.278800553,0,0.86252605,2.55,0,2.55,0,0,0,0,4,0,0.260686,-0.337541,3,4,0,0,0,,,,
6,4,10,1.538484478,1.00686157,0.84090072,1.293712705,0,0.86365376,2.55,0,2.55,0,0,0,4,0,0,-0.335343,0.261012,4,3,0,0,0,,,,
6,18,19,1.516702827,0.992606562,0.644670259,0.977773204,0,1.0517016,2.55,0,2.55,0,0,0,0,0,0,0.211437,0.204149,2,2,0,0,0,,,,
6,15,14,1.515976819,0.992131426,0.644552803,0.977127108,0,1.04927951,2.55,0,2.55,0,0,0,0,0,0,0.206071,0.212211,2,2,0,0,0,,,,
6,33,34,1.508113319,0.986985157,0.844382859,1.273425036,0,1.04544149,2.55,0,2.55,0,0,0,0,0,0,0.119877,0.05084,3,1,0,0,0,,,,
6,29,28,1.507854113,0.986815519,0.844471013,1.27333909,0,1.04599408,2.55,0,2.55,0,0,0,0,0,0,0.05143,0.11968,1,3,0,0,0,,,,
6,13,18,1.438922358,1.022688243,0.688636088,0.990893863,0,0.86832614,3.44,1,2.55,0,0,0,0,0,1,-0.312458,0.211437,2,2,0,0,0,,,,
6,14,1,1.438433865,1.022341055,0.683832147,0.983647318,0,0.86967221,2.55,0,3.44,1,0,0,0,0,1,0.212211,-0.3103,2,2,0,0,0,,,,
6,19,25,1.427870165,1.014833095,0.676855963,0.966462435,0,0.91452099,2.55,0,3.44,1,0,0,0,0,1,0.204149,-0.329608,2,2,0,0,0,,,,
6,22,15,1.427161149,1.014329175,0.676403369,0.96533661,0,0.91599731,3.44,1,2.55,0,0,0,0,0,1,-0.328913,0.206071,2,2,0,0,0,,,,
6,28,22,1.355382827,0.96331402,0.685631184,0.929292732,0,1.1198386,2.55,0,3.44,1,0,0,0,0,1,0.11968,-0.328913,3,2,0,0,0,,,,
6,25,33,1.355083985,0.963101624,0.685547092,0.928973886,0,1.1207444,3.44,1,2.55,0,0,0,0,0,1,-0.329608,0.119877,2,3,0,0,0,,,,
6,10,13,1.334862872,0.948729831,0.685375354,0.914882114,0,1.19639515,2.55,0,3.44,1,0,0,0,0,1,0.261012,-0.312458,3,2,0,0,0,,,,
6,1,0,1.334493095,0.948467019,0.68401834,0.912817752,0,1.19946958,3.44,1,2.55,0,0,0,0,0,1,-0.3103,0.260686,2,3,0,0,0,,,,
7,24,26,1.561777985,1.022106011,0.997563274,1.55797236,4,1.10685311,2.55,0,2.55,0,0,0,4,4,0,-0.026929,-0.009016,3,3,4,0.25,1,,,,
7,28,24,1.514253373,0.991003517,0.771201303,1.167794174,0,0.90590728,2.55,0,2.55,0,0,0,0,4,0,0.196168,-0.026929,3,3,0,0,0,,,,
7,26,30,1.514022621,0.990852501,0.738492541,1.118094413,0,0.91404367,2.55,0,2.55,0,0,0,4,0,0,-0.009016,0.198701,3,3,0,0,0,,,,
7,35,40,1.430962073,1.017030613,0.860063523,1.230718282,0,0.91375772,3.44,1,2.55,0,0,0,0,0,1,-0.301493,0.191599,2,1,0,0,0,,,,
7,36,33,1.429403769,1.015923077,0.859311731,1.228303427,0,0.91870608,2.55,0,3.44,1,0,0,0,0,1,0.193784,-0.296993,1,2,0,0,0,,,,
7,30,35,1.344423823,0.955525105,0.689030738,0.926349339,0,1.20452256,2.55,0,3.44,1,0,0,0,0,1,0.198701,-0.301493,3,2,0,0,0,,,,
7,33,28,1.340560044,0.952778994,0.686771074,0.920657861,0,1.20107246,3.44,1,2.55,0,0,0,0,0,1,-0.296993,0.196168,2,3,0,0,0,,,,
8,34,35,1.563373643,1.02315029,0.849003949,1.327310398,4,1.0513863,2.55,0,2.55,0,0,0,4,4,0,0.061847,-0.009588,3,3,4,0.25,1,,,,
8,9,34,1.509569546,0.987938184,0.964710234,1.45629719,0,0.98845326,2.55,0,2.55,0,1,0,6,4,0,0.073087,0.061847,3,3,0,0,0,,,,
8,27,28,1.509098382,0.987629831,0.837090138,1.263251373,0,1.04066164,2.55,0,2.55,0,0,0,0,0,0,0.143779,0.043172,3,1,0,0,0,,,,
8,23,22,1.508866924,0.987478354,0.837088468,1.263055103,0,1.03699343,2.55,0,2.55,0,0,0,0,0,0,0.040279,0.142447,1,3,0,0,0,,,,
8,35,12,1.506103446,0.985669794,0.967225306,1.456741366,0,1.00249176,2.55,0,2.55,0,0,1,4,6,0,-0.009588,0.121591,3,3,0,0,0,,,,
8,20,4,1.388894606,0.987131916,0.962277394,1.336501881,0,0.98052222,3.44,1,2.55,0,0,1,0,6,1,-0.278646,0.217751,2,3,0,0,0,,,,
8,17,21,1.387332234,0.986021488,0.962307966,1.335040861,0,1.00052476,2.55,0,3.44,1,1,0,6,0,1,0.217308,-0.271686,3,2,0,0,0,,,,
8,22,20,1.363199024,0.968869242,0.718845217,0.979929098,0,1.08145241,2.55,0,3.44,1,0,0,0,0,1,0.142447,-0.278646,3,2,0,0,0,,,,
8,21,27,1.361290955,0.967513116,0.726770943,0.989346711,0,1.07982622,3.44,1,2.55,0,0,0,0,0,1,-0.271686,0.143779,2,3,0,0,0,,,,
9,34,35,1.59278479,1.042398422,0.984422454,1.567973111,4,1.01709421,2.55,0,2.55,0,0,0,4,4,0,0.026871,0.022721,3,3,4,0.25,1,,,,
9,9,34,1.511103656,0.988942183,0.965118656,1.45839433,0,0.98319549,2.55,0,2.55,0,1,0,6,4,0,0.088735,0.026871,3,3,0,0,0,,,,
9,23,22,1.509406936,0.987831764,0.837149156,1.263598743,0,1.0401069,2.55,0,2.55,0,0,0,0,0,0,0.042961,0.143973,1,3,0,0,0,,,,
9,27,28,1.508627771,0.98732184,0.837047793,1.262793547,0,1.03644092,2.55,0,2.55,0,0,0,0,0,0,0.140674,0.041013,3,1,0,0,0,,,,
9,35,12,1.504472876,0.984602668,0.967792412,1.456017433,0,1.00620625,2.55,0,2.55,0,0,1,4,6,0,0.022721,0.126045,3,3,0,0,0,,,,
9,17,21,1.389145139,0.987309978,0.962397932,1.336910409,0,0.9749061,2.55,0,3.44,1,1,0,6,0,1,0.213652,-0.280917,3,2,0,0,0,,,,
9,20,4,1.387857014,0.986394466,0.962700918,1.336091221,0,0.99762868,3.44,1,2.55,0,0,1,0,6,1,-0.272032,0.217147,2,3,0,0,0,,,,
9,21,27,1.364379217,0.969708043,0.716010386,0.97690969,0,1.08055952,3.44,1,2.55,0,0,0,0,0,1,-0.280917,0.140674,2,3,0,0,0,,,,
9,22,20,1.360399168,0.966879295,0.726639167,0.988519318,0,1.08245477,2.55,0,3.44,1,0,0,0,0,1,0.143973,-0.272032,3,2,0,0,0,,,,
10,34,32,1.56427093,1.02373752,0.965835864,1.510828965,4,1.03863461,2.55,0,2.55,0,0,0,4,4,0,-0.04858,-0.002356,3,3,4,0.25,1,,,,
10,36,34,1.542399687,1.009423879,0.876700253,1.352222195,0,0.8895714,2.55,0,2.55,0,0,0,0,4,0,0.099869,-0.04858,3,3,0,0,0,,,,
10,32,38,1.519776497,0.994618126,0.773204414,1.175097896,0,0.92667519,2.55,0,2.55,0,0,0,4,0,0,-0.002356,0.127897,3,3,0,0,0,,,,
10,43,49,1.448638087,0.99426087,0.88744804,1.285591031,0,0.98831623,3.04,2,2.55,0,0,0,0,0,2,-0.171143,0.106063,2,1,0,0,0,,,,
10,44,42,1.447730647,0.993638056,0.883608389,1.279226945,0,0.99950331,2.55,0,3.04,2,0,0,0,0,2,0.113411,-0.176075,1,2,0,0,0,,,,
10,42,36,1.3599046,0.933359369,0.724943486,0.985853981,0,1.27490114,3.04,2,2.55,0,0,0,0,0,2,-0.176075,0.099869,2,3,0,0,0,,,,
10,38,43,1.358649014,0.932497607,0.735146987,0.998806728,0,1.28388471,2.55,0,3.04,2,0,0,0,0,2,0.127897,-0.171143,3,2,0,0,0,,,,
11,0,1,1.559652776,1.020715168,0.980827576,1.529750453,4,1.03856988,2.55,0,2.55,0,0,0,4,4,0,-0.098603,0.022611,3,3,4,0.25,1,,,,
11,17,16,1.52164333,0.995839876,0.837910461,1.275000864,0,1.12379323,2.55,0,2.55,0,0,0,0,0,0,-0.009995,0.166359,1,2,0,0,0,,,,
11,1,10,1.520998843,0.995418091,0.768359404,1.168673765,0,0.92815424,2.55,0,2.55,0,0,0,4,0,0,0.022611,0.219047,3,3,0,0,0,,,,
11,4,0,1.520557318,0.995129135,0.750812929,1.141654094,0,0.92606397,2.55,0,2.55,0,0,0,0,4,0,0.24018,-0.098603,3,3,0,0,0,,,,
11,23,24,1.52037695,0.995011093,0.838365603,1.274631738,0,1.12450102,2.55,0,2.55,0,0,0,0,0,0,0.194966,-0.027786,2,1,0,0,0,,,,
11,15,23,1.440301994,1.023668795,0.824876624,1.188071447,0,0.8974265,3.44,1,2.55,0,0,0,0,0,1,-0.305127,0.194966,2,2,0,0,0,,,,
11,16,13,1.431913314,1.017706691,0.837407538,1.199095003,0,0.92455465,2.55,0,3.44,1,0,0,0,0,1,0.166359,-0.298087,2,2,0,0,0,,,,
11,13,4,1.354385495,0.962605185,0.993670709,1.345813195,0,1.12997145,3.44,1,2.55,0,0,0,0,0,1,-0.298087,0.24018,2,3,0,0,0,,,,
11,10,15,1.341306591,0.953309589,0.685052551,0.918865502,0,1.19744161,2.55,0,3.44,1,0,0,0,0,1,0.219047,-0.305127,3,2,0,0,0,,,,
12,4,3,1.526542097,0.999045875,0.775171396,1.183331768,0,0.88138449,2.55,0,2.55,0,0,0,0,4,0,0.115962,-0.01417,3,3,0,0,0,,,,
12,0,13,1.526539205,0.999043983,0.775647004,1.184055561,0,0.8814181,2.55,0,2.55,0,0,0,4,0,0,-0.01408,0.116,3,3,0,0,0,,,,
12,8,7,1.448232604,0.99398257,0.887447869,1.285230938,0,0.98923039,2.55,0,3.04,2,0,0,0,0,2,0.107125,-0.165185,1,2,0,0,0,,,,
12,16,17,1.448226962,0.993978697,0.887452016,1.285231936,0,0.98923099,3.04,2,2.55,0,0,0,0,0,2,-0.165196,0.107131,2,1,0,0,0,,,,
12,13,16,1.363580624,0.935882378,0.731485389,0.997439303,0,1.24351156,2.55,0,3.04,2,0,0,0,0,2,0.116,-0.165196,3,2,0,0,0,,,,
12,7,4,1.363574261,0.93587801,0.731484764,0.997433797,0,1.24351711,3.04,2,2.55,0,0,0,0,0,2,-0.165185,0.115962,2,3,0,0,0,,,,
13,33,38,1.411481221,1.003184948,0.86933161,1.227045242,0,0.96501175,3.44,1,2.55,0,0,0,0,0,1,-0.307954,0.181237,2,1,0,0,0,,,,
13,34,32,1.411399562,1.00312691,0.869371319,1.227030299,0,0.96508605,2.55,0,3.44,1,0,0,0,0,1,0.181114,-0.308011,1,2,0,0,0,,,,
13,32,19,1.353666904,0.962094459,0.716474204,0.969867418,0,1.13867664,3.44,1,2.55,0,0,1,0,6,1,-0.308011,0.244152,2,3,0,0,0,,,,
13,27,33,1.353654649,0.962085749,0.718132387,0.972103244,0,1.1388248,2.55,0,3.44,1,1,0,6,0,1,0.244033,-0.307954,3,2,0,0,0,,,,
14,1,2,1.582576571,1.035717651,0.838477919,1.32695551,4,1.02174553,2.55,0,2.55,0,0,0,4,4,0,0.031388,0.032933,3,3,20,0.45,1,,,,
14,7,1,1.494008688,0.977754377,0.966410865,1.443826229,6,1.01117659,2.55,0,2.55,0,1,0,6,4,0,0.04677,0.031388,3,3,20,0.45,0,,,,
14,2,9,1.493849928,0.977650477,0.966646187,1.444024337,6,1.0113638,2.55,0,2.55,0,0,1,4,6,0,0.032933,0.046422,3,3,20,0.45,0,,,,
14,30,28,1.4119746,1.003535608,0.869612319,1.227870506,0,0.96353799,2.55,0,3.44,1,0,0,0,0,1,0.180452,-0.308463,1,2,0,0,0,,,,
14,29,34,1.411876329,1.003465763,0.869679363,1.227879706,0,0.96367816,3.44,1,2.55,0,0,0,0,0,1,-0.308424,0.180618,2,1,0,0,0,,,,
14,28,15,1.353375453,0.961887316,0.959385468,1.298408742,0,1.13992231,3.44,1,2.55,0,0,1,0,6,1,-0.308463,0.240547,2,3,0,0,0,,,,
14,23,29,1.353303644,0.961836279,0.9594137,1.298378057,0,1.1398761,2.55,0,3.44,1,1,0,6,0,1,0.240359,-0.308424,3,2,0,0,0,,,,
15,0,2,1.619375787,1.059800908,0.71338516,1.155238656,4,0.95024225,2.55,0,2.55,0,0,0,4,4,0,-0.126084,-0.125848,4,4,20,0.45,1,,,,
15,4,0,1.519594411,0.99449896,0.956832808,1.453997788,6,0.91497578,2.55,0,2.55,0,0,0,6,4,0,-0.00339,-0.126084,3,4,20,0.45,0,,,,
15,2,9,1.51956315,0.994478501,0.955950805,1.452627616,6,0.91503248,2.55,0,2.55,0,0,0,4,6,0,-0.125848,-0.003842,4,3,20,0.45,0,,,,
15,52,53,1.518125344,0.993537529,0.649979678,0.986750623,0,1.04159789,2.55,0,2.55,0,0,0,0,0,0,0.173332,0.234544,2,2,0,0,0,,,,
15,41,40,1.518065277,0.993498218,0.650042533,0.986806997,0,1.04136274,2.55,0,2.55,0,0,0,0,0,0,0.235194,0.172867,2,2,0,0,0,,,,
15,48,47,1.508549584,0.98727067,0.844471276,1.273926792,0,1.04529092,2.55,0,2.55,0,0,0,0,0,0,0.05129,0.118748,1,3,0,0,0,,,,
15,60,61,1.508501767,0.987239376,0.844454997,1.273861855,0,1.04528028,2.55,0,2.55,0,0,0,0,0,0,0.118824,0.051318,3,1,0,0,0,,,,
15,44,41,1.42867745,1.015406859,0.677879108,0.968470596,0,0.9164672,3.44,1,2.55,0,0,0,0,0,1,-0.329744,0.235194,2,2,0,0,0,,,,
15,53,57,1.428505434,1.015284601,0.678092553,0.968658896,0,0.91663506,2.55,0,3.44,1,0,0,0,0,1,0.234544,-0.329725,2,2,0,0,0,,,,
15,40,38,1.414848907,1.00557847,0.692427178,0.979679836,0,0.94785739,2.55,0,3.44,1,0,0,0,0,1,0.172867,-0.315748,2,2,0,0,0,,,,
15,39,52,1.414764783,1.00551868,0.692446485,0.979648901,0,0.94772607,3.44,1,2.55,0,0,0,0,0,1,-0.315928,0.173332,2,2,0,0,0,,,,
15,38,25,1.355282503,0.963242717,0.960298076,1.30147518,0,1.12210835,3.44,1,2.55,0,0,0,0,6,1,-0.315748,0.243582,2,3,0,0,0,,,,
15,33,39,1.355159185,0.963155071,0.960242864,1.301281938,0,1.12191427,2.55,0,3.44,1,0,0,6,0,1,0.243353,-0.315928,3,2,0,0,0,,,,
15,57,60,1.354286156,0.962534581,0.686423606,0.929613986,0,1.12240538,3.44,1,2.55,0,0,0,0,0,1,-0.329725,0.118824,2,3,0,0,0,,,,
