Molecule,Force,Ave_BondLength,Ave_CosbondLength,Ave_MayerBonds,ReactionRingAtoms,BrokenInRatio,BondType,Ave_MullikenCharge1,Ave_MullikenCharge2
42,4.2,1.5875848,1.4886,0.97203293,8,0.375,0,-0.04082,-0.004624
43,4.1,1.590242254,1.4903,0.97377808,8,0.375,0,-0.051335,-0.012383
44,4.2,1.581247451,1.3112,1.00590127,8,0.375,0,-0.045482,0.048414
45,4,1.588295348,1.4913,0.96649217,8,0.375,0,-0.035488,-0.009974
46,4.6,1.610236962,1.3747,0.99493463,8,0.375,0,-0.190297,0.013238
47,4.3,1.587477369,1.4886,0.97476024,8,0.375,0,-0.052403,-0.0146
50,3.9,1.528118859,1.5281,0.8791646,3,0.333333333,0,-0.012961,-0.012018
51,3.7,1.528564156,1.5286,0.88276632,3,0.333333333,0,-0.016957,-0.01572
52,3.7,1.54254805,1.5425,0.87556992,3,0.333333333,0,-0.091094,-0.090645
53,3.5,1.541644542,1.5416,0.86870132,3,0.333333333,0,-0.07032,-0.070102
54,3.5,1.532080629,1.5321,0.89215882,3,0.333333333,0,0.039853,0.04121
55,4,1.52686122,1.5269,0.89269564,3,0.333333333,0,-0.028265,-0.027361
56,3.6,1.531905849,1.5314,0.84875578,3,0.333333333,0,-0.0589,0.050802
58,4.1,1.528364505,1.5284,0.88132094,3,0.333333333,0,-0.033193,-0.032355
59,3.8,1.533737405,1.5337,0.8786977,3,0.333333333,0,0.034646,0.036477
60,3.4,1.539283014,1.5392,0.84748279,3,0.333333333,0,-0.053057,0.039649
61,3.9,1.541163016,1.5411,0.85304798,3,0.333333333,0,-0.054728,0.036503
62,5.4,1.523490083,1.2276,0.86464233,3,0.333333333,0,-0.03981,-0.036895
63,4,1.534246423,1.5342,0.8721383,3,0.333333333,0,-0.045425,-0.020664
64,5.3,1.510187086,1.1384,0.92271127,3,0.333333333,0,0.026027,0.04705
65,5.8,1.509141688,1.5083,1.00157959,3,0.333333333,0,0.038976,0.06968
66,6.4,1.477349152,1.4773,1.04284045,3,0.333333333,0,0.097167,0.124363
67,6.2,1.483805064,1.4837,0.99290442,3,0.333333333,0,0.063441,0.106377
68,4,1.609005151,1.6089,1.01421627,4,0.25,0,-0.000336,0.076162
69,4.3,1.586774167,1.2416,1.03183709,4,0.25,0,0.013005,0.013802
70,4.6,1.56113485,1.1909,1.04719037,4,0.25,0,0.273791,0.276086
71,3.2,1.599354132,1.5992,1.0287012,4,0.25,0,-0.02786,0.152173
72,3.8,1.597348748,1.5973,1.03017341,4,0.25,0,-0.003481,-0.003412
73,3,1.575840976,1.5758,1.00410316,4,0.25,0,0.255308,0.255451
74,4.6,1.477593079,1.0559,0.8862862,19,0.368421053,1,-0.296283,0.218378
75,2.9,1.479841969,1.1685,0.88811067,15,0.26666667,1,-0.299033,0.225361
76,2.9,1.477005628,1.1125,0.8935477,15,0.26666667,1,-0.300339,0.222694
77,2.1,1.922146799,1.3049,0.94939,15,0.26666667,7,-0.069851,0.057912
78,3.5,1.465030102,1.1601,0.92246599,15,0.26666667,1,-0.311833,0.23241
79,3.4,1.46845861,1.1718,0.91523263,15,0.26666667,1,-0.30994,0.233088
82,4.9,1.460373428,1.1048,0.94897044,15,0.33333333,1,-0.308834,0.227215
83,4.2,1.444880452,1.198,0.94286463,10,0.3,1,-0.31261,0.200608
84,4.8,1.447303237,1.2013,0.95406079,10,0.3,1,-0.306826,0.23141
85,4.4,1.453120512,1.1927,0.93683714,10,0.3,1,-0.33149,0.23129
86,3.9,1.448550518,1.1994,0.93737404,10,0.3,1,-0.312104,0.205483
87,4.9,1.445955426,1.1971,0.95678551,10,0.3,1,-0.301568,0.247651
88,4.1,1.456004745,1.194,0.93004099,10,0.3,1,-0.33172,0.235766
90,3.9,1.49697589,1.0899,0.916364585,0,0,2,-0.167747,-0.1253505
91,4.9,1.443240075,1.0228,0.90724789,0,0,5,-0.246483,-0.243217
4047,2.1,2.078525669,1.593177107,1.113978,0,0,6,0.013311,0.091885
93,3.5,2.08464921,1.5697,1.09306843,0,0,6,-0.081873,-0.053431
94,3.5,1.635343212,1.1509,0.90529049,0,0,0,-0.170447,-0.1524
95,4.7,1.631838951,1.1469,0.97030048,0,0,0,0.013502,0.015803
96,4.1,1.619068128,1.1299,0.98109337,0,0,0,-0.098864,-0.097807
98,3.4,1.589973221,1.5898,1.02653097,4,0.25,0,0.06828,0.073811
99,3.1,1.559646071,1.5582,1.0506589,4,0.25,0,0.211409,0.240323
100,4,1.559512597,1.5574,1.04862122,4,0.25,0,0.211914,0.238115
101,3.2,1.589125637,1.5891,1.02059895,4,0.25,0,0.017482,0.020675
102,5,1.549411716,1.2286,0.8487534,3,0.333333333,0,-0.17063,-0.163524
103,3.6,1.5569348,1.5569,0.86062034,3,0.333333333,0,-0.179425,-0.165512
105,4.5,1.573486182,1.2604,0.83887652,4,0.25,0,0.224457,0.22822
106,3.3,1.574912101,1.5589,0.87173707,4,0.25,0,0.230962,0.243317
107,3.7,1.606679924,0.7938,1.00872969,5,0.2,0,-0.033262333,0.070461333
110,4.3,1.843803735,1.2105,0.976421695,0,0,7,-0.086524,0.0187535
111,4.6,1.840130762,1.2069,1.00348885,0,0,7,-0.1714705,0.109127
112,4,1.703969209,1.0463,0.800868015,0,0,8,-0.398228,1.0249845
113,4.7,1.831355199,1.4706,1.03108723,0,0,7,-0.09207,-0.072288
115,5.4,1.540009672,1.4788,0.97124343,0,0,0,-0.095474,0.382359
116,5.5,1.53385118,1.4726,0.97108332,0,0,0,-0.088803,0.390155
117,5.8,1.53163702,1.4706,0.9688617,0,0,0,-0.023183,0.398203
119,3.7,1.797561802,1.38195,0.92059802,0,0,7,-0.102461,0.312254
120,5,1.488187306,1.3514,1.02607174,15,0.33333333,2,-0.311555,0.147466
611,3.9,1.807589639,1.7041,0.80647593,0,0,7,-0.063137,0.803547
618,4.7,1.833992568,1.1673,1.00276672,0,0,7,-0.11683,-0.088545
619,3.6,2.098079232,1.3675,1.10204665,0,0,6,-0.082327,-0.076009
622,3.5,2.090537584,1.5229,1.08525703,0,0,6,-0.098152,-0.070269
623,4.5,1.575139394,1.5741,1.0318136,5,0.2,0,0.062425,0.063637
624,4.6,1.564381778,1.5472,1.02678547,5,0.2,0,0.039896,0.095334
625,4.7,1.564895823,1.5482,1.02603541,5,0.2,0,0.040152,0.097657
627,4.1,1.594726225,1.5915,0.98174285,5,0.2,0,-0.012451,0.001542
628,3.3,1.591772421,1.5912,0.97266943,5,0.2,0,0.060096,0.077502
630,4.3,1.582511442,1.5822,1.00523459,5,0.2,0,-0.017928,0.016513
631,4.1,1.587411308,1.5862,0.99403297,5,0.2,0,0.006301,0.016768
632,4.2,1.58485396,1.5801,1.01083598,5,0.2,0,0.005361,0.008741
701,4.9,1.441549776,1.0807,0.95091949,19,0.368421053,1,-0.288364,0.220309
702,3.1,1.470982751,1.1142,0.91186037,15,0.26666667,1,-0.307874,0.222138
703,5,1.441926398,1.0906,0.95305562,19,0.368421053,1,-0.287525,0.219003
704,5.1,1.443136577,1.0875,0.9522745,19,0.368421053,1,-0.287993,0.227211
705,5,1.441598695,1.0924,0.95377093,19,0.368421053,1,-0.28736,0.217396
706,2.9,1.441473369,1.0831,0.9451682,15,0.26666667,1,-0.303698,0.221079
707,2.8,1.476067441,1.1011,0.90061646,15,0.26666667,1,-0.311479,0.222797
708,2.7,1.476258019,1.1956,0.89623772,15,0.26666667,1,-0.298807,0.234177
710,4.3,1.576346197,1.3669,1.01504842,9,0.333333333,0,-0.021837,0.219311
711,4.3,1.583132694,1.3725,1.0314397,9,0.333333333,0,-0.040893,0.061747
713,4.2,1.578063362,1.3772,1.01503135,9,0.333333333,0,-0.018912,0.216112
714,4.2,1.582475656,1.3743,1.02778959,9,0.333333333,0,-0.030762,0.053979
716,5.1,1.455789827,1.2788,0.93919992,9,0.333333333,2,-0.288506,0.139144
719,3.2,1.571971917,1.572,1.09021588,4,0.25,0,-0.042275,-0.04201
720,4.5,1.556588403,1.547,1.1360553,4,0.25,0,0.050215,0.123784
721,5.4,1.57882506,1.2455,1.03938976,4,0.25,0,-0.309973,0.184292
722,3.9,1.589441274,1.5881,0.99786071,4,0.25,0,-0.255802,-0.210709
725,4.4,1.566864329,1.5443,1.04871379,4,0.25,0,-0.06969,-0.053814
726,5.9,1.574668315,1.4534,1.02451128,9,0.444444444,0,-0.058494,-0.022232
727,4.9,1.580201312,1.3651,0.99585751,8,0.375,0,-0.224114,-0.042356
728,4.9,1.4376898,0.0914,0.94515085,4,0.25,3,-0.170945,-0.161106
734,4.3,1.574452535,1.3708,1.03268262,9,0.33333333,0,-0.020667,0.234279
735,5.7,1.471123225,1.1245,0.91940399,19,0.421052632,1,-0.30178,0.222002
736,4.5,1.555236258,1.5415,1.06155375,4,0.25,0,-0.156773,0.217104
737,5.6,1.532175089,1.1717,1.05962284,4,0.25,0,-0.14484,0.204387
738,4.1,1.557210301,1.5571,1.02419076,4,0.25,0,-0.183076,0.140344
739,4.8,1.548171513,1.2378,1.03372355,4,0.25,0,-0.161014,0.147752
742,5.2,1.418549399,0.9964,0.97313871,17,0.352941176,1,-0.346163,0.207866
743,4.8,1.423981741,1.0041,0.97443395,17,0.352941176,1,-0.282693,0.205997
744,5.1,1.430569996,1.0999,0.98740952,19,0.421052632,1,-0.295718,0.218564
745,4.4,1.461252788,1.1954,0.93432587,10,0.3,1,-0.333363,0.225195
746,4.2,1.45859818,1.2121,0.941976,10,0.3,1,-0.330259,0.254001
747,4.2,1.464824384,1.1986,0.92805574,10,0.3,1,-0.333948,0.226172
752,5.3,1.429510136,1.0673,0.9804798,19,0.421052632,1,-0.303955,0.23479
755,5.2,1.469397755,1.0738,0.90924912,19,0.421052632,1,-0.316584,0.247331
756,2.3,1.94012479,1.5323,0.91767071,15,0.26666667,7,-0.024342,0.029065
757,4.9,1.485720526,1.1797,0.88096209,23,0.347826087,1,-0.314142,0.224772
760,3.6,1.456118687,1.0318,0.94579802,10,0.3,1,-0.333631,0.242244
762,4.6,1.445841445,1.1996,0.9401948,10,0.3,1,-0.312981,0.200148
763,3.3,1.437258746,1.1338,0.95706497,15,0.26666667,1,-0.303095,0.228405
764,4.3,1.455095963,1.1894,0.93217404,10,0.3,1,-0.334006,0.230144
766,3.2,1.490945447,1.1245,0.89012602,15,0.26666667,1,-0.309301,0.235618
771,3.6,1.470329145,1.0576,0.91955708,19,0.263157895,1,-0.320262,0.258302
773,3,1.439308502,1.1243,0.95984434,15,0.26666667,1,-0.296888,0.250002
774,2.8,1.458667013,1.0802,0.89686598,15,0.26666667,1,-0.268141,0.104216
775,3.8,1.459221447,1.1749,0.93160174,15,0.26666667,1,-0.297425,0.214017
776,4.3,1.462140423,1.0601,0.93932762,19,0.263157895,1,-0.313642,0.219568
777,3.4,1.436319286,0.9816,0.93842039,19,0.263157895,1,-0.266128,0.077536
778,3.9,1.461262239,1.0667,0.94444778,19,0.263157895,1,-0.304427,0.212665
779,3.5,1.479019446,1.0579,0.87224324,24,0.208333333,1,-0.305812,0.118443
780,3.2,1.471974098,1.1534,0.90575556,15,0.26666667,1,-0.305548,0.227058
782,3,1.479035839,1.1843,0.89249995,15,0.26666667,1,-0.30341,0.230311
783,3.4,1.458929689,1.2059,0.92875655,24,0.33333333,1,-0.31613,0.253432
784,3.5,1.457470761,1.2029,0.93277303,24,0.33333333,1,-0.316064,0.252851
785,3.2,1.474009312,1.1716,0.90258318,15,0.26666667,1,-0.303034,0.22977
786,3.6,1.472083009,1.1833,0.92732012,11,0.27272727,1,-0.29354,0.2534
787,2.9,1.468877044,1.1838,0.93140109,11,0.27272727,1,-0.286205,0.252721
788,3.9,1.459828508,1.1534,0.93070361,15,0.26666667,1,-0.298249,0.208278
790,4.6,1.477420342,1.0602,0.88804234,19,0.368421053,1,-0.297344,0.223438
791,4.1,1.46040224,1.0701,0.94137896,19,0.315789474,1,-0.315165,0.217268
792,4.7,1.461451451,1.0719,0.94048799,19,0.368421053,1,-0.31397,0.217637
793,3.1,1.473089846,1.1768,0.9029609,15,0.26666667,1,-0.303764,0.232953
794,6.2,1.459592222,1.1363,0.94552616,19,0.421052632,1,-0.311492,0.219934
795,4.7,1.439021209,1.0699,0.9496461,19,0.36842105,1,-0.288953,0.217162
799,5.5,1.441448615,1.1962,0.94211419,10,0.3,1,-0.318824,0.189418
800,4.6,1.441874782,1.1963,0.94183123,10,0.3,1,-0.313334,0.182387
801,3.4,1.441716607,1.1236,0.94627799,15,0.26666667,1,-0.291179,0.213598
802,3.5,1.429446143,1.1294,0.97797647,15,0.26666667,1,-0.29617,0.220726
803,3.9,1.418335581,1.1519,1.00871325,15,0.26666667,1,-0.281296,0.206027
804,3.1,1.441008333,1.1536,0.95925236,15,0.26666667,1,-0.305833,0.263857
805,3.6,1.433010523,1.1486,0.97866457,15,0.26666667,1,-0.317766,0.25774
806,3.6,1.439660593,1.112079196,0.96279278,15,0.26666667,1,-0.311086,0.27243
807,4.5,1.442245204,1.083,0.94655244,19,0.36842105,1,-0.286616,0.221455
808,4.6,1.452954189,1.1834,0.93992398,14,0.357142857,1,-0.326959,0.221923
809,5.1,1.45207696,1.1851,0.94379729,14,0.428571429,1,-0.32573,0.224714
811,3.7,1.884073022,1.2566,0.95221096,19,0.36842105,7,-0.048257,0.056703
812,3.6,1.439076272,1.0748,0.94046115,15,0.26666667,1,-0.304251,0.223895
813,4.7,1.460770315,1.0893,0.94826255,15,0.33333333,1,-0.311122,0.220098
814,5.1,1.441151006,1.1177,0.99542379,15,0.33333333,1,-0.30888,0.252271
815,4.7,1.458628517,1.139,0.94973149,15,0.33333333,1,-0.3085,0.225873
816,4.8,1.43324746,1.1115,0.98571651,15,0.33333333,1,-0.304721,0.250938
817,4.4,1.432040103,1.1202,0.9879842,15,0.33333333,1,-0.304817,0.248903
818,4.7,1.479694482,1.0975,0.89450418,19,0.36842105,1,-0.301855,0.2244
819,3.4,1.443269197,1.1308,0.94100971,15,0.26666667,1,-0.289823,0.221358
820,3.4,1.469948221,1.166,0.90771881,15,0.26666667,1,-0.287341,0.201165
821,2.5,1.482915168,1.1794,0.88645294,15,0.26666667,1,-0.299581,0.209765
822,3.7,1.425031652,1.1247,0.9843828,15,0.26666667,1,-0.309973,0.201204
823,3.7,1.445310374,1.1354,0.93293146,15,0.26666667,1,-0.294112,0.224345
1005,2.7,1.482528287,1.1352,0.89015254,15,0.26666667,1,-0.299899,0.211652
1006,4.7,1.436400692,1.0609,0.95974942,19,0.36842105,1,-0.293054,0.218942
1007,3,1.473373345,1.1258,0.91220878,15,0.26666667,1,-0.303626,0.233565
1009,5,1.441654088,1.0868,0.94977753,19,0.36842105,1,-0.286605,0.218825
1012,4.2,1.457475179,1.1332,0.94516032,10,0.3,1,-0.31924,0.244806
1014,3.5,1.464688706,1.1426,0.93560836,15,0.26666667,1,-0.311802,0.237205
1015,5.5,1.452383501,1.0718,0.96502912,15,0.33333333,1,-0.299588,0.189997
1016,5.7,1.418723255,1.1243,1.01802991,15,0.33333333,1,-0.295987,0.212465
1017,2.3,1.44561296,1.1232,0.93264181,15,0.26666667,1,-0.293684,0.22133
1018,4.3,1.447708402,1.191,0.94431223,10,0.3,1,-0.31512,0.209169
1019,2.8,1.469994705,1.142,0.91944201,15,0.26666667,1,-0.273563,0.23225
1020,4.1,1.453651351,1.1897,0.94061267,15,0.33333333,1,-0.325235,0.229403
1021,2.9,1.476728929,1.1413,0.89566995,15,0.26666667,1,-0.313459,0.230837
1022,4.9,1.483346406,1.1247,0.88516842,19,0.36842105,1,-0.300917,0.21551
1023,2.7,1.85456893,1.4153,1.00465401,15,0.26666667,7,-0.062021,0.01287
1024,3.9,1.429200416,1.1223,0.98380386,15,0.26666667,1,-0.297763,0.222615
1025,3.6,1.464572805,1.148,0.92348321,15,0.26666667,1,-0.310414,0.232366
1026,2.5,1.478352298,1.1733,0.88488036,15,0.26666667,1,-0.306266,0.229913
1027,3.5,1.434345995,1.1091,0.98384443,15,0.26666667,1,-0.306199,0.255242
1029,3.7,1.470228351,1.1806,0.91820786,10,0.3,1,-0.318006,0.256878
1030,2.6,1.482544869,1.1805,0.88138398,15,0.26666667,1,-0.301661,0.225364
1031,4.5,1.482910891,1.0917,0.88041608,23,0.391304348,1,-0.301159,0.225675
1032,2.6,1.481128264,1.2091,0.88754036,15,0.26666667,1,-0.299557,0.22771
1033,3.5,1.434334911,0.9959,0.96599033,17,0.352941176,1,-0.28747,0.272429
1034,3,1.437500625,0.9988,0.93954153,17,0.352941176,1,-0.285442,0.232849
1035,2.9,1.434877023,0.9971,0.94684051,17,0.352941176,1,-0.285425,0.231957
1036,3.5,1.433353955,1.0007,0.94584707,17,0.352941176,1,-0.284178,0.22436
2001,3.4,1.578896946,1.5733,0.90386497,4,0.25,0,0.315323,0.356969
2002,3.6,1.560533232,1.5604,1.05650404,4,0.25,0,0.20915,0.259209
2003,5.1,1.485290338,1.485290338,1.019416841,15,0.33333333,2,-0.312431,0.146617
2004,4.9,1.488290654,1.3499,1.02447244,15,0.33333333,2,-0.312147,0.1531
2005,5.1,1.487103348,1.35283681,1.03035197,15,0.33333333,2,-0.310864,0.154434
2006,5.1,1.485921212,1.3533,1.03433707,15,0.33333333,2,-0.312445,0.145899
2007,4.8,1.492543828,1.333050748,0.96407337,15,0.33333333,2,-0.320968,0.137368
2008,4.9,1.491117198,1.340677285,1.02436622,15,0.33333333,2,-0.307174,0.160101
2009,4.5,1.482235801,1.3154,1.01872367,15,0.26666667,2,-0.272902,0.143914
2010,5.5,1.451977709,1.2119,0.91570229,9,0.333333333,1,-0.332646,0.321009
2011,5.3,1.456005826,1.1819,0.93594965,13,0.384615385,1,-0.325361,0.22856
2012,4.3,1.579471985,1.3116,0.98568748,8,0.375,0,-0.014953,0.312353
2013,3.9,1.563611871,1.5007,1.00473623,9,0.33333333,0,0.131881,0.169602
2014,3.3,1.565527337,1.5086,1.01395817,9,0.33333333,0,0.113175,0.179002
2015,4.1,1.588396604,1.3131,1.00127274,8,0.375,0,-0.022622,0.341221
2016,3.9,1.590273415,1.3184,0.98877381,8,0.375,0,-0.047147,0.042149
2019,4.6,1.58522966,1.3621,0.93106393,8,0.375,0,-0.324193,0.050076
2020,4.5,1.580347831,1.3467,0.93165902,8,0.375,0,-0.364685,0.034433
2021,4,1.589595041,1.3316,0.98864054,8,0.375,0,-0.044959,0.031055
2022,6,1.569990565,1.4208,0.95849906,10,0.4,0,-0.123495,0.015981
2023,4.6,1.573743002,1.4523,0.94287207,8,0.375,0,-0.372741,0.060942
2024,6.1,1.559762554,1.0434,0.96578078,10,0.4,0,-0.135801,0.009633
2025,4.5,1.581429562,1.3313,0.99164724,8,0.375,0,-0.128381,-0.012645
2026,4.8,1.588240135,1.3423,0.97386758,8,0.375,0,-0.267031,-0.034234
2027,5.7,1.577137138,1.4622,1.006779,10,0.4,0,-0.006911,0.078295
2028,4.3,1.588602628,1.4051,1.02536992,9,0.33333333,0,-0.038201,0.049295
2029,4.5,1.588000846,1.1991,1.00605558,4,0.25,0,0.007747,0.040283
2032,4.2,1.512752506,1.4189,0.95125484,8,0.25,0,0.017294,0.137501
2035,2.9,1.577672562,1.5494,1.02955289,4,0.25,0,0.061323,0.237214
2036,4.5,1.606445309,1.2998,0.96106197,4,0.25,0,-0.263197,-0.194078
2038,4.8,1.610098762,1.3069,0.94231765,20,0.45,0,-0.205672,-0.203799
2039,3.1,1.585236036,1.5559,1.02582874,20,0.45,0,0.041645,0.079165
2040,3.1,1.593108759,1.5576,0.92062496,20,0.45,0,0.085504,0.148061
2042,5.6,1.609381455,1.3014,0.94467899,16,0.4375,0,-0.207569,-0.206731
2043,6,1.583121317,1.331,1.02031572,20,0.45,0,0.028979,0.029188
2044,5.1,1.60824693,1.3053,0.94192052,20,0.45,0,-0.212452,-0.207679
2045,2.4,1.589923677,1.5756,1.06035815,4,0.25,0,0.045931,0.090157
2046,4.1,1.597467283,1.5801,1.03150868,4,0.25,0,0.049509,0.058066
2047,4.7,1.59381008,1.5735,1.06063098,4,0.25,0,0.056327,0.081515
2048,4,1.591986418,1.4841,0.96338374,22,0.409090909,0,-0.058119,0.221704
2049,4.8,1.557755371,1.5249,1.05164027,4,0.25,0,-0.023249,0.009801
2050,3.9,1.554794986,1.3205,1.11030562,4,0.25,0,0.06716,0.07162
2051,5.4,1.537243614,1.2439,1.06415306,4,0.25,0,-0.042124,0.038507
2052,3.4,1.598087919,1.5724,0.89690746,4,0.25,0,-0.168745,-0.094496
2053,3.8,1.56625178,1.521,0.94043542,4,0.25,0,0.065387,0.103554
2054,3.4,1.584842357,1.5495,0.91319193,4,0.25,0,0.065919,0.110598
2055,6,1.599386916,1.5684,0.9425908,12,0.416666667,0,-0.280747,-0.237573
2056,5.9,1.599883243,1.5665,0.93971511,12,0.416666667,0,-0.279514,-0.229275
4029,3.8,1.570887238,1.307770381,0.9897394,12,0.333333333,0,-0.417878,0.148562
2060,5.9,1.576116584,1.2055,1.0291341,4,0.25,0,0.039675,0.042469
2062,3.3,1.572073978,1.5579,1.03170059,12,0.416666667,0,-0.125982,0.124237
2063,4,1.570718411,1.5545,1.05177608,4,0.25,0,-0.008968,-0.00074
2064,4.8,1.55817471,1.2922,1.05936487,4,0.25,0,-0.024502,0.008414
2065,3.9,1.572266013,1.5679,1.06087603,4,0.25,0,-0.028818,-0.005734
2066,2.2,1.584118045,1.5781,1.05072715,4,0.25,0,0.045657,0.086236
2067,3.6,1.610860005,1.5923,0.94666564,4,0.25,0,-0.129117,-0.085457
2068,4.6,1.562198064,1.5244,1.05893824,4,0.25,0,-0.005292,0.020836
2069,2.6,1.595981817,1.572,1.02115506,4,0.25,0,-0.055135,-0.051216
2070,2.9,1.58744089,1.569,1.02843291,4,0.25,0,0.049501,0.060821
2071,2.7,1.594656194,1.5741,1.02078797,4,0.25,0,-0.05453,0.052022
2072,5,1.567097462,1.3323,1.03655477,4,0.25,0,-0.08803,0.057798
2073,4.9,1.569369573,1.3319,1.01517741,4,0.25,0,-0.0641,0.004394
2074,4.9,1.569089097,1.336,1.01479277,4,0.25,0,-0.057039,0.003146
